name,servings,ingredients,directions,type,calories,cholesterol,fat,carbohydrates,fiber,sugars,protein,calcium,iron,vitamin_a,vitamin_c,vitamin_d,folate
Jean’s Banana Pudding Parfait,10 Servings,"['8 ginger snap cookies (crushed)', '7 medium ripe bananas (sliced thin)', '1 cup nonfat milk', '1 1-oz box instant sugar-free, fat-free vanilla pudding', '1 1/4 cups low-fat vanilla yogurt', '1 teaspoon vanilla extract', '1 cup fat-free frozen whipped topping (thawed)', '10 8-oz parfait cups or drinking glasses', '1/4 teaspoon cinnamon for garnish (optional)']","['In a large bowl, whisk together the milk and pudding mix; blend well (about 2 minutes).', 'Add yogurt and vanilla extract; blend until smooth.', 'Stir the thawed whipped topping into the mixture.', 'Line the bottom of the parfait cups with a teaspoon of crumbled ginger snaps.', 'Layer 6 banana slices on top of the cookies; then 2 tbsp of the yogurt mixture on top. Repeat with another layer of the ginger snaps, bananas, and yogurt mixture.', 'Top with cinnamon or crushed cookie for garnish.', 'Cover and chill in refrigerator.']",Desserts,170,3 mg,2 g,36 g,2 g,19 g,4 g,106 mg,1 mg,25 mcg RAE,7 mg,0 mcg,36 mcg DFE
Jiffy Oatmeal Crunch,30 servings,"['1/2 cup margarine or butter', '3/4 cup brown sugar (firmly packed)', '1 teaspoon vanilla', '1/2 teaspoon baking soda', '2 cups quick oats (uncooked)', '1 cup raisins']","['1. Preheat oven to 350 degrees and grease a 9 x 13 inch baking pan.', '2. In large skillet, melt butter and brown sugar.', '3. Remove from heat and stir in remaining ingredients.', '4. Spread into pan and bake for 15 - 20 minutes. Cool; cut into squares.']",Desserts,83,0 mg,3 g,13 g,1 g,8 g,1 g,10 mg,0 mg,31 mcg RAE,0 mg,0 mcg,2 mcg DFE
Lemon Corn Cake,12 servings,"['1 cup yellow corn meal', '1 cup flour', '1/2 cup sugar', '1 tablespoon baking powder', '1 teaspoon salt', '3/4 cup yogurt, low-fat lemon (about 6 oz)', '2 teaspoons lemon peel (finely grated)', '1 tablespoon oil', '1 egg yolk', '2/3 cup non-fat milk', '3 egg whites', 'non-stick cooking spray', '3 tablespoons lemon juice', '1/2 cup powdered sugar']","['1. Preheat oven to 400 degrees.\n2. Mix first five ingredients together in mixing bowl.\n3. Combine yogurt, lemon peel, oil, egg yolk and milk together and stir into dry ingredients just until blended.\n4. Whip egg whites with mixer until stiff. Fold into corn meal mixture.\n5. Pour into round 9-inch cake pan coated with nonstick cooking spray.\n6. Bake for 20-25 minutes or until corn cake tests done.\n7. For optional lemon glaze: Over low heat blend lemon juice together with powdered sugar. Pierce cake top repeatedly with fork. Slowly pour glaze evenly over the top.\n ']",Desserts,164,19 mg,2 g,33 g,1 g,16 g,4 g,116 mg,1 mg,17 mcg RAE,1 mg,0 mcg,38 mcg DFE
Lemon Velvet Supreme,6 servings,"['2 cups yogurt (vanilla, fat-free)', '1 ounce pudding mix (instant, lemon, 3 Tablespoons)', '8 graham crackers (rectangles, crushed)', '1 cup mandarin orange (4 ounce, slices, drained or your favorite fruit)']","['1. Combine vanilla yogurt and pudding mix; gently stir together.', '2. Layer bottom of serving dish with crushed graham crackers.', '3. Immediately pour pudding mixture over cracker crumbs.', '4. Top with mandarin orange slices or your favorite fruit.']",Desserts,138,2 mg,1 g,29 g,0 g,23 g,4 g,128 mg,0 mg,12 mcg RAE,6 mg,0 mcg,14 mcg DFE
Lisa's Famous Dessert,8 servings,"['1 instant pudding mix, banana or vanilla (3.5 ounce)', '2 cups milk, non-fat or low-fat', '1 yogurt, fat-free (8 ounce, or non-dairy whipped topping)', '2 banana (sliced, or other sliced fruit)']","['1. In a medium bowl, combine milk and pudding. Beat with wooden spoon, wire whisk, or electric mixer on lowest speed for 2 minutes', '2. Gently mix yogurt (or whipped topping) with pudding mixture. Refrigerate for 30 minutes.', '3. Layer fruit slices in the bottom of 8 dessert cups.', '4. Pour the pudding mixture over sliced fruit.', ""5. Refrigerate until ready to serve, at least 5 minutes, though it's better if it's refrigerated longer.""]",Desserts,108,2 mg,0 g,23 g,1 g,20 g,4 g,134 mg,0 mg,39 mcg RAE,3 mg,1 mcg,12 mcg DFE
Magical Fruit Salad,12 servings,"['1 can pineapple chunks (20 ounce)', '1/2 pound grapes, seedless, red or green', '2 bananas', '1 3/4 cups milk, non-fat or low-fat', '1 package pudding mix, instant, lemon or vanilla (3 1/2 ounce)']","['1. Drain off the juice. Put chunks in a large bowl.', '2. Rinse the grapes and drain. Add the grapes to the bowl.', '3. Peel the bananas and cut into bite-sized pieces. Add to the bowl.', '4. Pour the milk over the fruit. While slowly stirring the fruit mixture, sprinkle in the pudding mix.', '5. Let the mixture stand for 5 minutes and serve.', '6. Refrigerate leftovers within 2 hours.']",Desserts,99,1 mg,0 g,24 g,1 g,21 g,2 g,54 mg,0 mg,24 mcg RAE,7 mg,0 mcg,8 mcg DFE
Mango Shake,4 servings,"['2 cups milk (low-fat 1%)', '1 fresh pitted mango (or 4 Tablespoons of frozen mango juice)', '1 banana (medium)', '2 ice cubes']","['Wash hands with soap and water.', 'Put all ingredients into a blender.', 'Blend until foamy.', 'Serve immediately.']",Desserts,109,6 mg,1 g,21 g,2 g,17 g,5 g,160 mg,0 mg,100 mcg RAE,21 mg,1 mcg,34 mcg DFE
Matzo Meal Kugel (Pudding),12 Servings,"['4 eggs', '1 cup sugar', '4 cups milk, 1%', '5 tablespoons butter, melted', '2 cups matzo meal', '1 teaspoon salt']","['Wash hands with soap and water.', 'Combine eggs and sugar; beat well.', 'Add milk and melted butter; mix well.', 'Stir in matzo meal and salt.', 'Pour into buttered 11x13"" pan.', ""Bake at 350°F for 1 hour (don't over bake)."", 'Cut into slices. Can be served hot or cold.']",Desserts,241,71 mg,7 g,38 g,1 g,21 g,7 g,114 mg,1 mg,111 mcg RAE,0 mg,1 mcg,15 mcg DFE
Melon and Mint,8 Servings,"['1 tablespoon lime juice', '1/4 cup fresh mint leaves', '6 teaspoons packed brown sugar (2 Tablespoons)', '3 cups watermelon cubes', '3 cups honeydew cubes']","['Wash hands with soap and water.', 'Blend lime juice, mint leaves and brown sugar together in a small food processor.', 'Place melon cubes in a bowl. Drizzle dressing over melon and toss gently.']",Desserts,54,0 mg,0 g,14 g,1 g,12 g,1 g,13 mg,0 mg,20 mcg RAE,17 mg,0 mcg,15 mcg DFE
Microwave Baked Apple,4 servings,"['4 apple (large, baking)', '1/2 cup brown sugar', '1 teaspoon cinnamon']","['1. Wash apples and remove core.', '2. Cut a thin slice off bottom of each apple to form a flat surface. Place apples in a microwave safe baking dish.', '3. Mix brown sugar and cinnamon in a small dish. Spoon mixture into center of apples.', '4. Cover wax paper and microwave on high power 6 to 10 minutes or until apples are soft.']",Desserts,216,0 mg,0 g,57 g,5 g,49 g,1 g,42 mg,1 mg,6 mcg RAE,10 mg,0 mcg,7 mcg DFE
Mock Southern Sweet Potato Pie,16 servings,[],"['Wash hands with soap and water.', 'Preheat oven to 350 degrees.']",Desserts,139,35 mg,3 g,25 g,1 g,10 g,3 g,38 mg,1 mg,214 mcg RAE,13 mg,0 mcg,42 mcg DFE
Mousse a la Banana,4 servings,"['2 tablespoons milk (low-fat, 1%)', '4 teaspoons sugar', '1 teaspoon vanilla', '1 banana (medium, cut into quarters)', '1 cup yogurt (plain, low-fat)', '8 slices banana slices (1/4 inch)']","['1. Place milk, sugar, vanilla, and banana in blender. Process 15 seconds at high speed until smooth.', '2. Pour mixture into a small bowl; fold in yogurt. Chill. Spoon into four dessert dishes; garnish each with two banana slices just before serving.']",Desserts,98,4 mg,1 g,19 g,1 g,14 g,4 g,124 mg,0 mg,14 mcg RAE,4 mg,0 mcg,15 mcg DFE
No Bake Breakfast Cookies,12 servings,"['1/2 cup honey (or light corn syrup)', '1/2 cup non-fat dry milk (instant)', '1/2 cup raisins (or chopped dates)', '1/2 cup creamy peanut butter', '2 1/2 cups crushed flaked cereal']","['1. Heat honey and peanut butter in a medium saucepan over low heat. Stir until blended.', '2. Remove from heat. Stir in dry milk.', '3. Fold in cereal and raisins. Drop by heaping Tablespoons onto waxed paper to form mounds.', '4. Cool to room temperature. Store in refrigerator.']",Desserts,171,1 mg,6 g,27 g,2 g,20 g,5 g,47 mg,1 mg,20 mcg RAE,0 mg,0 mcg,14 mcg DFE
No-Bake Cookies,36 servings,"['2 cups sugar', '3 tablespoons cocoa powder (unsweetened)', '1/2 teaspoon salt', '1/2 cup margarine', '1 cup peanut butter', '1/2 cup water', '4 cups rolled oats', '1 cup non-fat dry milk', '1 cup raisins', '1 teaspoon vanilla']","['1. In large sauce pan, bring the first six ingredients to a full, rolling boil for 1 minute, stirring as needed.', '2. Remove from heat. Add oats, dry milk, and raisins and vanilla to boiled mixture.', '3. Mix well.', '4. Drop by Tablespoons onto waxed paper and let stand until cool, about 15-20 minutes.']",Desserts,163,0 mg,7 g,23 g,2 g,15 g,4 g,34 mg,1 mg,39 mcg RAE,0 mg,0 mcg,9 mcg DFE
Old Fashioned Bread Pudding,6 servings,"['5 slices bread, white or wheat', '2 tablespoons margarine or butter', '1/4 teaspoon cinnamon', '1/3 cup sugar, white or brown', '1/2 cup raisins', '3 egg (or 1 egg + 2 egg whites)', '1 1/2 cups non-fat milk', '1/4 teaspoon salt', '1 teaspoon vanilla extract']","['1. Spread one side of bread with margarine or butter. Sprinkle with cinnamon.', '2. Cut into 1-inch cubes.', '3. In lightly sprayed casserole dish, combine bread, sugar, and raisins. Then follow microwave or oven method below.', 'Microwave method:\n1. In bowl, blend eggs, milk, salt and vanilla. Pour liquid over bread mixture; lightly blend.', '2. Cover, microwave on HIGH for 5 minutes. Turn dish 1/4 turn. Microwave on HIGH for 3-5 minutes longer (pudding is done when edges are firm and center is almost set).', '3. Let sit covered for 10 minutes before serving. Serve warm or cold. Refrigerate leftovers.', 'Oven method:\n1. Preheat oven to 350 degrees. In bowl, blend eggs, 2 cups (instead of 1 1/4 cups for microwaving) milk, salt, and vanilla. Pour liquid over bread mixture; lightly blend.', '2. Bake uncovered for 1 hour (pudding is done when a table knife inserted in the pudding comes out clean).', '3. Serve warm or cold. Refrigerate leftovers.']",Desserts,231,94 mg,7 g,34 g,2 g,23 g,9 g,134 mg,1 mg,116 mcg RAE,0 mg,1 mcg,25 mcg DFE
Orange Delight Juice,4 servings,"['1 cup orange juice', '1/2 banana', '1 cup apple juice', '1 teaspoon honey', '1 teaspoon cinnamon', '1 cup ice (crushed)']","['1. Wash hands with soap and water', '2. Blend at high speed in blender until frothy.']",Desserts,75,0 mg,0 g,18 g,1 g,14 g,1 g,15 mg,0 mg,7 mcg RAE,39 mg,0 mcg,22 mcg DFE
Passover Rhubarb Cobbler,8 Servings,"['1 3/4 cups sugar, divided', '1/4 cup tapioca, quick-cooking', '4 cups rhubarb pieces, 1/2-inch', '1 cup raspberries, unsweetened', '2 tablespoons lemon juice', '1 cup matzo meal', '1 stick of butter (or margarine), unsalted (1/2 cup)', '1/8 teaspoon ground nutmeg', 'lemon sorbet or whipped cream (optional)']","['Wash hands with soap and water.', 'In a shallow 2-quart baking dish, combine 1 1/4 cups sugar and tapioca. Add rhubarb, raspberries, and lemon juice - mixing gently but thoroughly. Let stand from 15 minutes to one hour to soften tapioca, mixing several times.', 'Meanwhile, in a food processor or a bowl, whirl or rub together with your fingers the matzo meal, the remaining 1/2 cup sugar, margarine, and nutmeg to create fine crumbs.', 'Squeeze matzo mixture to compact into lumps, then crumble over rhubarb mixture.', 'Baked in a 375°F oven until cobbler is bubbling in center and top is golden brown, about 1 hour. Let cool 15 minutes.', 'Spoon cobbler into bowls and top with sorbet or whipped cream (optional).']",Desserts,360,30 mg,12 g,63 g,3 g,45 g,3 g,94 mg,2 mg,106 mcg RAE,11 mg,0 mcg,19 mcg DFE
Peach Apple Crisp,8 servings,"['1 1/3 cans peaches, in light syrup (15 oz. can), drained, sliced', '2 medium apples, tart, peeled, sliced', '1/2 teaspoon vanilla', '1/4 teaspoon ground cinnamon', '3/4 cup flour', '1/4 cup brown sugar, packed', '3 tablespoons margarine, chilled']","['Preheat oven to 350˚ F. Lightly grease 9- by 9- by 2-inch casserole dish.', 'Combine peaches, apples, vanilla, and cinnamon in a bowl. Toss well and spread evenly in greased casserole dish.', 'Combine flour and sugar in small bowl. Cut in margarine with two knives until the mixture resembles coarse meal.', 'Sprinkle flour mixture evenly over fruit.', 'Bake until lightly browned and bubbly, about 20 minutes.']",Desserts,175,0 mg,5 g,29 g,2 g,18 g,2 g,15 mg,1 mg,58 mcg RAE,4 mg,0 mcg,37 mcg DFE
Peach Cooler,2 servings,"['2 cups milk, low-fat', '1 cup canned peaches (drained, or 1 cup of sliced fresh peaches)', '1/2 teaspoon lemon juice', '1 nutmeg (dash, if desired)']","['1. Put the ingredients in a blender. Blend well.', '2. Sprinkle with nutmeg if you like.', '3. Serve cold.']",Desserts,158,12 mg,2 g,27 g,2 g,26 g,9 g,313 mg,0 mg,165 mcg RAE,5 mg,3 mcg,16 mcg DFE
Peach Crisp,6 servings,"['4 peaches (4 cups sliced)', '2 tablespoons margarine', '3/4 cup quick-cooking oats', '1/2 cup sugar', '1/4 cup flour', '2 teaspoons cinnamon', '1 teaspoon lemon juice']",['Wash hands with soap and water.'],Desserts,197,0 mg,5 g,37 g,3 g,25 g,3 g,21 mg,1 mg,55 mcg RAE,7 mg,0 mcg,23 mcg DFE
Peachy Peanut Butter Pita Pockets,4 servings,"['2 pita pockets (medium, whole wheat)', '1/4 cup peanut butter (reduced fat, chunky)', '1/2 apple (cored and thinly sliced)', '1/2 banana (thinly sliced)', '1/2 peach (fresh, thinly sliced)']","['Cut pitas in half to make 4 pockets and warm in the microwave for about 10 seconds to make them more flexible.', 'Carefully open each pocket and spread a thin layer of peanut butter on the inside walls.', 'Fill with a combination of apple, banana, and peach slices. Serve at room temperature.']",Desserts,183,0 mg,7 g,26 g,4 g,7 g,7 g,13 mg,1 mg,4 mcg RAE,3 mg,0 mcg,23 mcg DFE
Peachy Pops,6 servings,"['2 peaches', '2/3 cup yogurt, low-fat vanilla', '2 cups orange juice', '6 paper cups', '6 spoons']","['1. Use a knife to remove the skin from the peaches, and to chop the peaches.', '2. Spoon the peaches into each of the 6 paper cups.', '3. Place the yogurt in a medium mixing bowl.', '4. Slowly pour and stir the orange juice into the yogurt. Mix well.', '5. Pour some of the juice and yogurt mix into each cup to cover the peaches.', '6. Place a spoon in the center of each cup.', '7. Cut 6 squares of aluminum foil big enough to cover the tops of cups. Stab each spoon handle through each piece of foil. The foil will hold the spoon in the center of the cup.', '8. Place cups in the freezer for at least 4 hours.', '9. Just before serving, peel the paper cups away from the pops to eat.']",Desserts,85,1 mg,1 g,19 g,1 g,16 g,2 g,54 mg,0 mg,19 mcg RAE,45 mg,0 mcg,29 mcg DFE
Peanut Butter Banana Smoothie,2 Servings,"['2 bananas (ripe, frozen)', '1 cup skim milk', '1 1/2 tablespoons creamy peanut butter', '1/2 tablespoon unsweetened cocoa powder', '1/2 cup low fat vanilla yogurt', '1 1/2 cups ice']","['Peel bananas, chop into small pieces and place in freezer until hard.', 'Gather all ingredients and put all ingredients in a blender.', 'Blend on high until smooth.', 'Pour into 2 glasses. Serve right away.']",Desserts,260,6 mg,8 g,40 g,4 g,28 g,11 g,,,85 mcg RAE,9 mg,2 mcg,42 mcg DFE
Peanut Butter Cereal Bars,16 Servings,"['1/2 cup honey (see Notes)', '1 cup peanut butter', '2 cups rice cereal', '2 cups quick oats', '1 cup raisins or other dried fruit']","['Wash hands with soap and water.', 'In a saucepan, bring honey to a boil.', 'Reduce heat to low and stir in peanut butter.', 'Add cereal, oats and raisins; mix well. Remove from heat', 'Lightly grease an 8x8-inch baking pan. Press mixture into pan. When cool, cut into 16 bars.', 'Store in an airtight container for up to a week.']",Desserts,201,0 mg,10 g,27 g,2 g,16 g,6 g,17 mg,1 mg,0 mcg RAE,0 mg,0 mcg,20 mcg DFE
Pear in Orange Sauce,4 servings,"['4 pears (medium)', '3/4 cup orange juice (100%)', '4 teaspoons sugar']","['1. Peel the pears and cook in a double boiler for 15 minutes.', '2. Mix sugar and orange juice and cook over low flame for 5 minutes. Cool for 5 minutes.', '3. Place steamed pears on individual plates. Pour ¼ juice mixture over each and serve.']",Desserts,132,0 mg,0 g,34 g,5 g,24 g,1 g,20 mg,0 mg,6 mcg RAE,30 mg,0 mcg,26 mcg DFE
Pear Kabobs with Strawberry Dipping Sauce,6 Kabobs,"['1 cup yogurt, low-fat vanilla', '4 tablespoons strawberry preserves', '2 pears (cored and cut into 1-inch cubes)', '2 cups strawberries (stems removed)', '2 bananas (cut into 1-inch slices)', '1 can pineapple chunks, drained (20 ounces)']","['Wash hands with soap and water.', 'In a small bowl, combine the vanilla yogurt and strawberry preserves. Set aside.', 'Thread the fruits by alternating the pears, strawberries, bananas, and pineapple onto the skewers.', 'Serve the fruit skewers with a dollop of the strawberry sauce on the side.']",Desserts,199,2 mg,1 g,48 g,5 g,35 g,3 g,99 mg,1 mg,9 mcg RAE,46 mg,0 mcg,34 mcg DFE
Pear Party Salsa,4 Servings,"['1 pear (cored and finely chopped)', '1 apple (cored and finely chopped)', '2 kiwi (cored and finely chopped)', '1 orange ( peeled and finely chopped)', '2 tablespoons honey', '1 teaspoon lemon juice', 'cinnamon graham crackers (optional)']","['Wash hands with soap and water.', 'Combine pear, apple, kiwi, and orange in a medium-size bowl.', 'Pour honey and lemon juice over fruit and gently toss.', 'Scoop up bites of fruit salsa using bites of cinnamon graham crackers (optional).']",Desserts,112,0 mg,0 g,29 g,4 g,23 g,1 g,33 mg,0 mg,7 mcg RAE,57 mg,0 mcg,24 mcg DFE
Peter Pumpkin Squares,24 servings,"['1 can pumpkin (15 ounces)', '1 1/2 cups brown sugar, packed', '4 eggs', '3/4 cup oil (cooking)', '1 1/2 cups flour (all-purpose)', '1 1/2 cups rolled oats', '1 tablespoon ground cinnamon', '2 teaspoons baking powder', '1 teaspoon baking soda', 'margarine or butter (to grease the pan)']","['1. Preheat oven to 350 degrees.', '2. In a medium bowl, stir together the pumpkin, brown sugar, eggs, and oil. Mix well.', '3. In a large bowl, mix the flour, oats, cinnamon, baking powder, and baking soda.', '4. Add the pumpkin mix to the flour mix. Stir well.', '5. Grease a 9"" x 13"" baking pan with butter or margarine.', '6. Pour the batter into the greased baking pan.', '7. Bake for 30 minutes.']",Desserts,179,31 mg,8 g,25 g,1 g,14 g,3 g,50 mg,1 mg,151 mcg RAE,1 mg,0 mcg,30 mcg DFE
Pineapple Angel Food Cake,12 Servings,"['1 package angel food cake mix (1-step mix)', '1 cup crushed pineapple in 100% juice (do not drain)', 'whipped topping (optional)']","['1. Preheat oven to 350°F. Mix the cake mix and pineapple together in a large bowl.', '2. Pour into an ungreased 13x9-inch pan.', '3. Bake for 25-35 minutes, until golden brown or an inserted toothpick comes out clean.', '4. Let cool and serve with whipped topping (optional).']",Desserts,150,0 mg,0 g,36 g,1 g,27 g,2 g,58 mg,0 mg,1 mcg RAE,4 mg,0 mcg,23 mcg DFE
Pineapple Orange Frozen Yogurt,3 servings,"['1 cup yogurt, non-fat vanilla', '1/2 cup orange juice', '1 cup pineapple chunks, fresh or canned']","['1. Place yogurt and fruit in large plastic bag, flatten, and freeze overnight.', '2. Combine fruit, yogurt, and juice in food processor or blender and blend until smooth.', '3. Serve immediately or place back in the freezer to harden until ready to serve, up to 1 hour, stirring occasionally. Stir before serving.']",Desserts,112,2 mg,0 g,25 g,1 g,22 g,4 g,136 mg,0 mg,7 mcg RAE,48 mg,0 mcg,30 mcg DFE
Pineapple Rice Bake,6 servings,"['4 eggs', '1 cup milk, 1%', '1/2 cup sugar', '1 cup pineapple, crushed, undrained (8 ounce can)', '1/2 teaspoon cinnamon (optional)', '1/2 teaspoon nutmeg (optional)', '1 teaspoon vanilla', '3 cups rice (cooked)']","['1. Preheat oven to 350 degrees. Lightly coat an oven safe 2 quart casserole dish with nonstick spray or oil.', '2. In a large mixing bowl, beat together eggs, milk and sugar.', '3. Add undrained crushed pineapple, cinnamon, nutmeg and vanilla.', '4. Stir in cooked rice. Pour into prepared casserole dish.', '5. Bake for 50 to 60 minutes or until a knife inserted in center of pudding comes out clean.']",Desserts,258,126 mg,4 g,48 g,1 g,25 g,8 g,83 mg,2 mg,78 mcg RAE,4 mg,1 mcg,96 mcg DFE
Pineapple Zucchini Cake,12 servings,"['3 eggs', '2 cups sugar', '2 teaspoons vanilla', '1 cup vegetable oil', '2 cups zucchini (peeled, grated)', '1 teaspoon baking powder', '1 teaspoon salt', '1 teaspoon baking soda', '3 cups flour (all purpose)', '1 cup pineapple, crushed, drained', '1/2 cup raisins (optional)', '1 cup chopped pecans (optional)']","['1. Preheat oven to 350 degrees. Grease or lightly spray with non-stick cooking spray, a 9"" x 13"" inch pan.', '2. In a large bowl, beat eggs, sugar, vanilla, and oil. Add zucchini.', '3. In a separate bowl, combine baking powder salt, baking soda and flour. Add dry ingredients to creamed mixture.', '4. Stir in fruit and nuts.', '5. Bake for 45 to 50 minutes, or until cake springs back when lightly pressed with your finger.']",Desserts,520,47 mg,26 g,67 g,2 g,41 g,6 g,50 mg,2 mg,23 mcg RAE,6 mg,0 mcg,105 mcg DFE
Pocket Fruit Pies,4 servings,"['4 flour tortillas (8 inch)', '2 peaches, pears, or apples (medium)', '1/4 teaspoon cinnamon (ground)', '6 teaspoons brown sugar, packed', '1/8 teaspoon nutmeg (ground)', '2 tablespoons milk (fat-free)', 'sugar (optional)']","['1. Warm tortillas in microwave or oven to make them easier to handle.', '2. Peel and chop fruit into pieces.', '3. Place 1/4 of the fruit on half of each tortilla.', '4. In a small bowl, stir together brown sugar, cinnamon and nutmeg. Sprinkle over fruit.', '5. Roll up the tortillas, starting at the end with the fruit.', '6. Place on an greased baking sheet and make small slashes to allow steam to escape. Brush with milk and sprinkle with additional sugar, if desired.', '7. Back at 350 degree in oven for 8-12 minutes or until lightly brown.', '8. Serve warm or cool.']",Desserts,218,0 mg,4 g,41 g,3 g,14 g,5 g,87 mg,2 mg,17 mcg RAE,5 mg,0 mcg,89 mcg DFE
Popcorn Treats,2 servings,"['2 tablespoons margarine (melted, or butter)', '5 cups popcorn (popped)', '3/4 cup raisins', '1 cup shredded wheat (bite-size)', '1 tablespoon sugar (brown or white)', '1 1/4 teaspoons cinnamon']","['Pop popcorn.', 'Mix popped corn, raisins, and cereal in a large bowl.', 'Mix sugar and cinnamon in small dish.', 'Drizzle melted margarine or butter over mixture.', 'Add sugar and cinnamon mixture.', 'Shake or stir until all ingredients are evenly distributed.']",Desserts,530,0 mg,19 g,92 g,10 g,39 g,8 g,61 mg,3 mg,201 mcg RAE,3 mg,0 mcg,22 mcg DFE
Pumpkin Angel Food Cake,12 Servings,"['1 package angel food cake mix', '1 tablespoon flour', '1 teaspoon pumpkin pie spice', '3/4 cup canned pumpkin', '1 cup cold water']","['1. Preheat oven to 350°F.', '2. In a large bowl, beat all ingredients with an electric mixer on low speed for 30 seconds. Beat on medium speed for 1 minute.', '3. Pour into an ungreased 10-inch angel food cake pan.', '4. Bake 37-47 minutes or until golden brown and cracks are dry.', '5. Remove from oven and immediately turn pan upside down until cooled.']",Desserts,133,0 mg,0 g,31 g,1 g,22 g,2 g,58 mg,0 mg,119 mcg RAE,1 mg,0 mcg,24 mcg DFE
Pumpkin Bread,32 servings,"['1 can pumpkin (15 ounce)', '1 cup sugar', '1/4 cup vegetable oil', '1 cup yogurt, low-fat plain', '1 1/2 cups flour (all purpose)', '1 1/2 cups whole wheat flour', '2 teaspoons baking powder', '2 teaspoons baking soda', '2 teaspoons cinnamon', '1/2 teaspoon salt', '1 cup raisins']","['Preheat oven to 350 degrees.', '1. In a large mixing bowl, beat together pumpkin, sugar, oil, and yogurt.', '2. In a medium bowl, combine the flours, baking powder, soda, cinnamon, and salt; add to pumpkin mixture, stirring until just moistened.', '3. Stir in raisins.', '4. Pour into 2 greased 9x5x3 inch loaf pans and bake for about 1 hour.', '5. Cool on a wire rack for 10 minutes; remove from pan and cool completely.']",Desserts,103,0 mg,2 g,20 g,1 g,10 g,2 g,41 mg,1 mg,104 mcg RAE,1 mg,0 mcg,22 mcg DFE
Pumpkin Cheese Pie,16 servings,"['8 ounces cream cheese, reduced fat', '8 ounces cream cheese, non-fat', '2 egg', '4 egg whites', '1 1/4 cups sugar', '2 cans pumpkin (29 ounces)', '1 teaspoon ginger', '1 tablespoon cinnamon', '2 graham cracker pie crusts (9 inch)']","['1. Preheat oven to 350 degrees.', '2. Place the cream cheese, eggs, and sugar in a large mixing bowl. Mix at medium speed until creamed. Add the remaining ingredients and mix at medium speed until ingredients are well mixed.', '3. Spoon the mixture evenly in each pie crust and place both in the oven for approximately 50 minutes until pies look firm in the middle.']",Desserts,141,33 mg,4 g,22 g,1 g,19 g,5 g,88 mg,1 mg,240 mcg RAE,1 mg,0 mcg,17 mcg DFE
Pumpkin Chocolate Muffins,24 Muffins,"['2 cups all-purpose flour', '3/4 cup sugar', '1 teaspoon baking powder', '1/2 teaspoon baking soda', '1/2 cup cocoa powder', '1 can pumpkin', '1 cup water', '1/2 cup chocolate chips']","['Whisk all the dry ingredients together. Add pumpkin and water.', 'Fold the wet ingredients into the dry ingredients until just combined. Fold in chocolate chips.', 'Place batter into 24 prepared muffin tins and bake at 350°F for 10-12 minutes.']",Desserts,90,0 mg,1 g,19 g,2 g,9 g,2 g,21 mg,1 mg,137 mcg RAE,1 mg,0 mcg,33 mcg DFE
Pumpkin Cookies,48 servings,"['1 3/4 cups pumpkin (pureed, cooked)', '1 1/2 cups brown sugar', '2 eggs', '1/2 cup vegetable oil', '1 1/2 cups flour', '1 1/4 cups whole wheat flour', '1 tablespoon baking powder', '2 teaspoons cinnamon', '1 teaspoon nutmeg', '1/2 teaspoon salt', '1/4 teaspoon ground ginger', '1 cup raisins', '1 cup walnuts (chopped)']","['Preheat oven to 400 °F.', 'Mix pumpkin, brown sugar, eggs, and oil thoroughly.', 'Blend dry ingredients and add to pumpkin mixture.', 'Add raisins and nuts.', 'Drop by teaspoonfuls on greased cookie sheet.', 'Bake 10 to 12 minutes until golden brown.']",Desserts,103,8 mg,4 g,16 g,1 g,9 g,2 g,33 mg,1 mg,73 mcg RAE,0 mg,0 mcg,17 mcg DFE
Pumpkin Pudding,6 servings,"['1 can pumpkin (15 ounces, or 2 cups cooked mashed squash such as Hubbard)', '2 teaspoons pumpkin pie spice (or 1 teaspoon cinnmamon, 1/2 teaspoon ginger, 1/4 teaspoon nutmeg and 1/4 teaspoon cloves)', '1/8 teaspoon salt', '1 1/2 cups milk (1% low-fat)', '1 vanilla pudding (instant, 3.5 oz (small box))']","['1. Remember to start by washing your hands. In a large bowl mix pumpkin, salt and pumpkin spice together.', '2. Slowly stir in milk and mix well. Add instant pudding mix and stir for 2 minutes until it thickens. Refrigerate until serving time.']",Desserts,112,3 mg,1 g,24 g,2 g,20 g,3 g,100 mg,1 mg,585 mcg RAE,3 mg,1 mcg,11 mcg DFE
Quick Peach Cobbler,4 servings,"['1 can sliced peaches, packed in juice (16 ounce)', '1 egg', '1/3 cup sugar', '1/2 cup flour', '1/2 teaspoon baking powder', '1/4 teaspoon salt', '1 tablespoon margarine (softened)']","['1. Preheat the oven to 375 degrees F.', '2. Open the can of peaches. Pour the peaches and their juice into the casserole dish. Heat them on the stove-top until they bubble.', '3. Slightly beat 1 egg.', '4. In a mixing bowl, mix the egg, sugar, flour, baking powder, salt, and margarine.', '5. Drop spoonfuls of this mixture on top of the hot, bubbling peaches.', '6. Use pot holders to carefully remove the casserole dish from the stove.', '7. Put the casserole dish in the oven. Bake for about 30-40 minutes.']",Desserts,212,47 mg,4 g,41 g,2 g,28 g,4 g,50 mg,1 mg,69 mcg RAE,4 mg,0 mcg,55 mcg DFE
