name,servings,ingredients,directions,type,calories,cholesterol,fat,carbohydrates,fiber,sugars,protein,calcium,iron,vitamin_a,vitamin_c,vitamin_d,folate
Orange Pork Chops,2 servings,"['2 pork chops', '1 sweet potato (peeled, medium)', '1/2 orange (sliced)', 'cinnamon (dash, optional)', 'salt (dash, optional)', 'black pepper (dash, optional)']","['Preheat oven to 350 degrees.', '1. In a medium skillet, brown pork chops in a small amount of oil.', '2. Cut sweet potato into 1/2-inch slices.', '3. Place meat and sweet potato slices in a baking dish and top with orange slices; sprinkle with seasonings if desired.', '4. Cover and bake for 1 hour until meat is tender.', 'Cook pork to 145 degrees.']",Main,282,88 mg,5 g,17 g,3 g,6 g,39 g,43 mg,2 mg,467 mcg RAE,19 mg,1 mcg,17 mcg DFE
Oven Fried Fish,4 Servings,"['1 egg (slightly beaten)', 'salt (optional, 1/2 teaspoon)', '1/2 teaspoon ground black pepper', '1 pound tilapia fillets, fresh or thawed (4 fillets)', '1/2 cup bread crumbs', '1 tablespoon butter, melted', 'fresh lime or lemon (sliced, optional)']","['Wash hands with soap and water.', 'Preheat oven to 350°F.', 'In a small bowl, add egg, salt (if desired), and pepper and beat together.', 'Place the bread crumbs in a separate bowl. Dip fish fillets in the egg mixture, then dip in the bread crumbs to coat.', 'Melt butter in a shallow 9x13 inch baking pan for 1 minute in the oven. Tilt pan to coat with butter. ', 'Arrange fish fillets in the pan.', 'Bake uncovered for 15-20 minutes, until fish flakes easily with a fork. Serve topped with lime or lemon slices (optional).']",Main,202,101 mg,7 g,10 g,1 g,1 g,25 g,45 mg,1 mg,44 mcg RAE,0 mg,3 mcg,33 mcg DFE
Oven Roasted Chicken,6 Servings,"['1 chicken, broiler/fryer (thawed, if frozen)', '2 tablespoons Italian dressing, low-fat (or olive oil)', '1 teaspoon garlic salt', '1 lemon, quartered (or orange)']","['1. If chicken is frozen, thaw in the refrigerator 24 hours before cooking.', '2. Place chicken on a pan or plate while thawing in the refrigerator.', '3. Preheat oven to 375°F.', '4. Remove necks and giblets from chicken cavity, if present before cooking. Reserve for another use.', '5. Place chicken, breast side up, in a roasting pan.', '6. Brush chicken skin with Italian dressing and sprinkle with garlic salt.', '7. Stuff lemon or orange into chicken cavity.', '8. Roast 1 1/4 - 1 1/2 hours or until meat thermometer inserted into chicken thigh registers 165°F.', '9. Let chicken set for 15 minutes after removing from the oven before carving.']",Main,349,94 mg,27 g,2 g,0 g,1 g,23 g,19 mg,2 mg,69 mcg RAE,7 mg,0 mcg,10 mcg DFE
Pan Roasted Tilapia with Tomatillo Salsa,4 Servings,"['1 pound tomatillos', '1/2 cup yellow onion (peeled and finely chopped)', '2 serrano or other chiles (finely chopped)', '3 cloves garlic (peeled and minced)', '3 teaspoons vegetable oil', '1/4 teaspoon Kosher salt', '1 tablespoon Fresh lime juice (about 1/2 lime)', '1/4 cup fresh cilantro leaves (chopped)', '4 tilapia fillets (patted dry with a paper towel, any inexpensive white fish can be used)']","['Preheat the oven to 450 degrees', 'To make the tomatillo salsa: (Canned tomatillo salsa can be used instead of fresh)', 'To prepare the tomatillos, peel back the husk from the smooth green tomatillo skin. Rinse the tomatillos with warm water and cut into quarters.', 'Place the husked tomatillos, onion, chilies, garlic, and 1 teaspoon oil in the baking pan, stir well and transfer to the oven. Roast about 20 minutes until the tomatillos are soft and dark green. Set aside to cool.', 'Transfer the mixture to the blender; add the salt, lime juice, and cilantro and puree.']",Main,181,48 mg,6 g,9 g,2 g,5 g,23 g,32 mg,1 mg,11 mcg RAE,26 mg,3 mcg,20 mcg DFE
Party-Time Pasta,6 servings,"['1/2 pound turkey, 85% lean ground', '1 teaspoon paprika', '1 can tomatoes, crushed (14 1/2 ounces, low sodium)', '2 cups chicken broth, reduced sodium (14.5 ounces)', '2 cups pasta, bow-tie, uncooked', '3 cups frozen vegetables such as carrots, broccoli and cauliflower, thawed']","['1. Heat a large nonstick pan over medium heat. Add ground turkey and paprika. Cook and stir until meat is brown and no longer pink, about 5 minutes.', '2. Stir in tomatoes, chicken broth and pasta. Bring mixture to a boil. Reduce heat to medium-low. Cover and simmer until pasta is almost tender, about 10-15 minutes.', '3. Remove lid. Place vegetables on top of pasta. Replace lid. Cook until vegetables are tender, about 5 minutes.', '4. Prepare the Tasty Topping. Mix parsley, bread crumbs and Parmesan cheese. Sprinkle over vegetables in skillet. Cover and let sit for 3 minutes before serving.']",Main,312,30 mg,7 g,45 g,7 g,6 g,18 g,124 mg,4 mg,247 mcg RAE,15 mg,0 mcg,131 mcg DFE
Pasta Bolognese,4 Servings,"['1 tablespoon vegetable oil', '1 carrot (scrubbed and diced into 1/4-inch pieces)', '1 celery stalk (chopped into 1/4-inch pieces)', '1 yellow onion (peeled and chopped into 1/4 inch pieces)', '3/4 pound lean ground beef (80-85% lean)', '1 cup water', '2 cans 14.5-ounce low-sodium crushed or diced tomatoes (including liquid)', '1/4 cup low-sodium tomato paste', '1 cup 2% milk', '8 ounces whole wheat pasta', '1/4 cup grated Parmesan cheese']","['To cook the Bolognese sauce: Put skillet on the stove over medium heat and when it is hot, add oil. Add carrot, celery, and onion and cook about 10 minutes, stirring occasionally, until the vegetables begin to brown. Raise the heat to high. Pinch off tablespoon-size pieces of the beef and add a few at a time, stirring well between additions. Cook, breaking the meat apart until it is no longer raw, starts to give off liquid, and no longer clumps together, about 10 minutes.', 'Add the water, tomatoes, and tomato paste, stirring well.  Cook about 10 minutes until the sauce begins to thicken.', 'Slowly stir in the milk, a little bit at a time. Turn the heat down to low and cook 45 minutes until all the liquid has been absorbed.', 'To cook the pasta: fill a large pot halfway with water. Bring it to a boil over high heat. Add the pasta and about 12 minutes cook until just tender. Drain the pasta and divide into 4 bowls. Top each bowl with about ¾ cup Bolognese and sprinkle with 1 tablespoon Parmesan cheese. Serve right away.']",Main,297,23 mg,6 g,47 g,8 g,3 g,16 g,121 mg,3 mg,55 mcg RAE,5 mg,0 mcg,18 mcg DFE
Pasta Frittata with Peas,5 servings,"['4 ounces spaghetti (whole grain, regular or thin)', '4 eggs (lightly beaten)', '1 nutmeg (dash, optional)', '1/8 teaspoon black pepper', '1/8 salt (1/8 teaspoon, optional, can omit salt and pass at the table)', '2/3 cup cheese (shredded)', '1 cup peas (frozen, thawed, or 1 cup chopped tomatoes)']","['Preheat oven to 350 degrees F.', 'Cook pasta according to package directions. Drain and place in a 9-inch pie plate that has been sprayed with nonstick cooking spray.', 'Combine eggs, seasonings, cheese and peas. Spread the egg mixture over the top of the spaghetti so the mixture covers the frittata and some of it sinks between the spaghetti strands.', 'Bake for 20 minutes or until a knife inserted near the center comes out clean. Let frittata stand 5 minutes before serving.']",Main,222,165 mg,9 g,22 g,5 g,2 g,14 g,149 mg,2 mg,137 mcg RAE,3 mg,1 mcg,44 mcg DFE
Pasta Primavera,3 servings,"['1 cup noodles, uncooked', '1 tablespoon vegetable oil', '2 cups mixed vegetables (chopped)', '1 cup tomatoes (chopped)', '1 tablespoon margarine', '1/4 teaspoon garlic powder', '1/8 teaspoon black pepper', '3 tablespoons Parmesan cheese']","['Cook noodles according to package directions.', 'While noodles are cooking, heat oil in a skillet.', 'Add vegetables and saute until tender; stir constantly.', 'Add tomato and saute 2 more minutes.', 'Toss vegetables with noodles and margarine.', 'Add seasonings; sprinkle with Parmesan cheese.']",Main,336,3 mg,11 g,48 g,8 g,6 g,11 g,103 mg,2 mg,333 mcg RAE,12 mg,0 mcg,147 mcg DFE
Pasta Primavera II,4 Servings,"['3 cups uncooked pasta (any shape )', '1 10-ounce packages frozen mixed vegetables', '1 jar spaghetti sauce, low-sodium (26 ounces)', '4 tablespoons grated Parmesan cheese']",['1. Prepare pasta according to package directions. Add frozen vegetagbles during the last 5 minutes of cooking time.\n2. Drain pasta and vegetables and set aside.\n3. Bring the spaghetti sauce to a boil over medium heat.\n4. Stir in the pasta and vegetables.\n5. Top with grated Parmesan cheese.'],Main,431,7 mg,6 g,77 g,9 g,13 g,16 g,138 mg,4 mg,217 mcg RAE,6 mg,0 mcg,243 mcg DFE
"Pasta with Chickpeas, Tomato, and Spinach",4 Servings,"['1 small yellow onion (peeled and chopped into 1/4 pieces)', '8 ounces medium-size whole-wheat pasta (such as rotini or shells)', '1 tablespoon vegetable oil', '2 cloves garlic (peeled and minced)', '2 carrots (scrubbed and diced into 1/4-inch pieces)', '1 celery stalk (diced into 1/4-1/2-inch pieces)', '1/2 teaspoon dried rosemary', '1 can 16-ounce low sodium chickpeas (drained and rinsed with cold water)', '1 can 14.5-ounce low-sodium diced tomatoes (including the liquid)', '2 cups spinach (washed and chopped)', '1/2 teaspoon chopped red pepper flakes (optional)', '1/4 cup grated Parmesan cheese']","['To cook the pasta, fill the pot halfway with water. Bring it to a boil over high heat. When the water is boiling, add the pasta and cook until just tender, about 12 minutes. Just before draining, reserve 1 ½ cups of the pasta water. Drain the pasta and set aside.', 'While the pasta is cooking, cook the sauce: Put the skillet on the stove over medium-low heat and when it is hot, add the oil. Add the garlic, onion, carrots, celery, and rosemary and cook until the garlic is golden, about 15 minutes. ', 'Add the chickpeas and using the fork, lightly mash half of them. Add the reserved pasta water and tomatoes and cook 10 minutes.', 'Add the pasta and spinach to the skillet mixture and cook until the spinach is tender and most of the liquid has been absorbed by the pasta, about 10 minutes. Add the red pepper flakes, if desired.', 'Mix well and serve immediately, garnished with Parmesan cheese.']",Main,395,4 mg,8 g,68 g,13 g,9 g,19 g,218 mg,5 mg,542 mcg RAE,27 mg,0 mcg,148 mcg DFE
"Pasta with Greens, Beans, and Chicken",6 Servings,"['16 ounces pasta, whole wheat', '1 tablespoon vegetable oil', '1/2 onion, chopped', '3 cloves garlic, chopped', '2 cups cooked chicken cubes (or 3 chicken sausages, chopped)', '6 cups spinach, chopped (or 1 bunch Swiss chard)', '1 can cannellini beans, low sodium (15.5 ounces, rinsed and drained, can also use great northern or navy beans)', '2 cups chicken broth, low-sodium (or vegetable broth)', '1 teaspoon Italian seasoning', 'salt and pepper (optional, to taste)', '1/2 parmesan cheese, grated (1/2 cup, optional)']","['1. Cook the pasta according to directions on box, and drain.\n2. On medium heat, add vegetable oil and onion to a large pan.\n3. Cook for 5 minutes, add garlic and cook for 1 minute more.\n4. Stir in chopped chicken and cook until heated through.\n5. Add spinach (or chard), beans, chicken or vegetable stock, and spices.\n6. Add in cooked pasta and stir to combine.\n7. Cook for 5 minutes, until pasta is heated through.\n8. Add salt and pepper, to taste (optional), and garnish with Parmesan cheese before serving (optional).']",Main,478,44 mg,6 g,77 g,11 g,3 g,34 g,142 mg,6 mg,145 mcg RAE,10 mg,0 mcg,133 mcg DFE
Peanutty Stew,8 servings,"['1 cup brown rice (instant)', '2 cups chicken broth (reduced sodium)', '1/3 tablespoon dehydrated onion (minced)', '1/2 teaspoon garlic powder', '1/2 teaspoon ginger (ground)', '1/8 cup red pepper (optional)', '1 sweet potato (2 cups, peeled and diced)', '1 can tomatoes (diced, 14.5 ounces, with liquid)', '1/2 teaspoon salt (optional)', '1/2 cup peanut butter (creamy, reduced-fat)', '1 1/4 cups milk (non-fat)', '3 cups baby spinach (coarsely chopped)', '1/4 cup peanuts (roasted, chopped)', 'green onion (optional, thinly sliced for garnish)']","['Combine first 9 ingredients in a soup pot. Bring to boil, then turn down to medium low, cover and simmer for 10 minutes.', 'Stir in peanut butter and milk. Return to gentle simmer and cook uncovered for 5 minutes.', 'Stir in spinach and cook until wilted, 2 to 3 minutes. Remove from heat.', 'Ladle stew into bowls and top with peanuts and green onion, if desired.']",Main,260,1 mg,12 g,31 g,5 g,6 g,10 g,104 mg,2 mg,225 mcg RAE,19 mg,0 mcg,51 mcg DFE
Pear Quesadillas,4 Servings,"['2 wheat tortillas (8"" diameter)', '1/2 cup shredded pepper jack cheese', '1/2 cup shredded mozzarella cheese', '1 tablespoon dried basil', '2 tablespoons chopped onion', '2 canned pear halves (sliced thin)', '2 teaspoons olive oil']","['Sprinkle cheese, onion, and dried basil on half of each tortilla.', 'Place pear slices on top of other ingredients in each tortilla.', 'Brush each side of folded tortillas with olive oil.', 'Heat each folded tortilla in a non-stick skillet until cheese melts, about 2 to 3 minutes on each side.', 'Cut quesadilla into four pieces and serve immediately.']",Main,217,20 mg,11 g,19 g,2 g,5 g,10 g,269 mg,2 mg,51 mcg RAE,1 mg,0 mcg,51 mcg DFE
Picadillo,6 servings,"['1 pound turkey, ground, 85% lean', '1 onion (chopped)', '5 carrot (small, diced)', '2 zucchini (medium, or other squash)', '2 potatoes (medium, diced)', '1 teaspoon salt', 'black pepper (to taste)', '1/2 teaspoon cumin', '1 1/4 cups Mexican style tomato sauce (10 1/2 ounce can)', '1 teaspoon cornstarch']","['1. Brown ground turkey in a non-stick frying pan.', '2. Add onions, carrots, squash, potatoes, salt, pepper, and cumin. Sauté for about 5 minutes.', '3. Add tomato sauce and just enough water to cover. Bring to a boil, then lower heat and simmer, uncovered, until vegetables are tender.', '4. Dissolve cornstarch in about 1 Tablespoon of cold water, add to mixture, bring back to a boil until gravy thickens. Serve.']",Main,254,55 mg,10 g,25 g,5 g,8 g,17 g,81 mg,3 mg,466 mcg RAE,31 mg,0 mcg,50 mcg DFE
Picadillo,4 Servings,"['1 cup uncooked brown rice', '2 cups water', '2 teaspoons vegetable oil', '1 yellow onion (peeled and diced)', '1 bell pepper (cored, seeded, and diced)', '2 cloves garlic (peeled and minced)', '1 1/2 teaspoons dried oregano', '1 teaspoon ground cumin', '1/4 teaspoon black pepper', '1/4 teaspoon Kosher salt', '3/4 pound lean ground turkey or beef', '1 can 14.5 ounce low-sodium diced tomatoes (including liquid)', '1 can 15.5 ounce low-sodium black beans (drained and rinsed with cold water)', '1/4 cup green olives (chopped)', '1/4 cup raisins']","['Prepare the rice:', '1.     Cook as instructed on the package.', 'Prepare the Picadillo:', '2.     Place the skillet on the stove over medium heat and when hot, add oil. Add the onion, pepper, and garlic.  Cook and stir about 10 minutes until the onion is softened and lightly browned.', '3.     Add oregano, cumin, pepper, and salt, and stir well.', '4.     Add beef, in small amounts. Stir well and cook about 5 minutes until the beef is cooked throughout.', '5.     Add beans and tomatoes and simmer about 15 minutes until mixture blends together.', '6.     Add olives and raisins. Stir well and cook about 2 minutes until heated through.', '7.     Serve over rice or refrigerate in an airtight container for up to 3 days. Serve with avocado, if desired.']",Main,463,42 mg,7 g,71 g,13 g,11 g,31 g,127 mg,5 mg,21 mcg RAE,48 mg,0 mcg,97 mcg DFE
Pineapple Avocado Chicken Salad,4 Servings,"['1 avocado (divided)', '2 tablespoons non-fat plain Greek yogurt', '1 tablespoon rice vinegar', '1/4 teaspoon salt', '1/8 teaspoon black pepper']","['Mash ½ avocado in a small dish; add yogurt, rice vinegar, salt and pepper.', 'Cut remaining avocado into small chunks and mix together with pineapple, bell pepper, carrots, cabbage, green onion and chicken.', 'Add dressing; mix gently.', 'Fill pita pockets and serve.']",Main,437,57 mg,10 g,60 g,11 g,8 g,31 g,51 mg,4 mg,189 mcg RAE,80 mg,0 mcg,95 mcg DFE
Pineapple Chicken,5 servings,"['2 1/2 pounds chicken, boneless skinless', '1/4 teaspoon salt', '1/8 teaspoon pepper', '1 can pineapple (20 oz. can crushed or chunks)', '2 us fluid ounces water']","['Wash hands with soap and water.', 'Coat frying pan with nonstick cooking spray and set heat to low.', 'Once pan heats up, add chicken. Sprinkle with salt and pepper.', 'Cook uncovered until chicken begins to brown, then add crushed pineapple and water.', 'Cover chicken until chicken is tender.', 'May serve over rice. ']",Main,303,141 mg,6 g,8 g,0 g,7 g,52 g,32 mg,2 mg,11 mcg RAE,5 mg,0 mcg,9 mcg DFE
Pineapple Pork,4 servings,"['1 green pepper (medium)', '4 pork chops (boneless, about 1 pound)', '1/8 teaspoon salt', '1 tablespoon vegetable oil', '1 cup pineapple chunks (8-ounce, undrained)', '1/4 teaspoon ginger', '1/4 teaspoon cinnamon']","['Wash hands with soap and water.', 'Cut the green pepper into strips.', 'Heat the oil in a large skillet.', 'Place pork chops on the heated skillet. Sprinkle the salt on top.', 'Cook the pork for 5 minutes on low heat on each side.', 'The pork should lose its pink color when it’s cooked enough.', 'Remove the cooked pork from the skillet. Place it in a serving dish.', 'Put the green pepper slices in the skillet.', 'Stir the in pineapple chunks with their juice.', 'Stir in the ginger and cinnamon.', 'Simmer for about 3-5 minutes.', 'Spoon the pineapple mixture over cooked pork.']",Main,285,88 mg,9 g,11 g,1 g,10 g,38 g,23 mg,1 mg,9 mcg RAE,30 mg,1 mcg,6 mcg DFE
Pizza Meat Loaf,4 servings,"['1 pound ground turkey (85% lean)', '3/4 cup spaghetti sauce', '1/4 cup mozzarella cheese, part-skim', '1/2 cup green pepper (chopped)', '1/4 cup onion (minced)']","['1. Lightly grease 9 inch pie plate with vegetable oil. Pat turkey into pie plate.', '2. Cover turkey with waxed paper. Cook in microwave on high; rotate plate 1/4 turn after 3 minutes. Cook until turkey reaches an internal temperature of 160 degrees, about 5 more minutes. Drain excess liquid.\nOR\nPlace turkey in 350 degree oven; bake until turkey reaches an internal temperature of 160 degrees, about 30-35 minutes. Drain any excess liquid.', '3. Top cooked turkey with vegetables, spaghetti sauce and cheese.', '4. Return turkey to either the microwave or oven and heat until cheese is melted, about 1-2 minutes.']",Main,251,86 mg,16 g,6 g,1 g,3 g,22 g,106 mg,2 mg,57 mcg RAE,17 mg,0 mcg,16 mcg DFE
Polenta with Pepper and Cheese,8 servings,"['4 cups water', '1 1/2 cups corn meal (or polenta, uncooked)', '1 can whole kernel corn mixed with green and red peppers (11 ounces, drained)', '2 cans green chiles (7 - 8 ounces)', '1/2 teaspoon salt', '1 tablespoon margarine or butter', '6 ounces cheese, cheddar, reduced fat, shredded', '1 can black or pinto beans (15 ounces, rinsed)']","['1. In a medium sauce pan, bring the water to a boil. Gradually add the cornmeal or polenta. Reduce heat to low.', '2. Continue stirring, add the corn, chiles and the salt. Cook 6-8 minutes or until mixture thickens, stirring occasionally.', '3. Gently stir in the margarine, cheese and beans.', '4. Remove from the heat and transfer to a serving dish.', '5. Garnish with red bell pepper rings and cilantro.']",Main,266,12 mg,7 g,41 g,8 g,3 g,13 g,241 mg,3 mg,79 mcg RAE,32 mg,0 mcg,93 mcg DFE
Pork Loin Roast with Veggies,6 Servings,"['2 cups onions, cut in wedges (about 1/2 pound or 2 medium )', '2 cups potatoes, diced (about 12 ounces or medium)', '2 cups baby carrots (or 3/4 pound regular carrots, sliced)', '2 tablespoons vegetable oil (divided)', '1 1/4 pounds pork loin', '3 teaspoons brown sugar (1 Tablespoon)', '1/2 teaspoon garlic powder', '1/2 teaspoon pepper', '1/4 teaspoon salt']","['Wash hands with soap and water.', 'Preheat oven to 400°F.', 'In a bowl mix veggies with 1 tablespoon oil, salt, and pepper.', 'Lay veggies around the edge of a 9""x13"" pan and put in oven.', 'Use a small bowl to make the rub. Mix the brown sugar, garlic, 1/2 teaspoon pepper, and 1/4 teaspoon salt in the bowl.', 'Sprinkle the rub over the loin. Press gently so the rub sticks to the roast. Wash your hands after handling the raw meat.', 'Heat the remaining 1 tablespoon vegetable oil in a large skillet over medium high heat. Add the loin. Brown the sides of meat. Turn after about 2-3 minutes per side.', 'Transfer the pork to the center of the pan with veggies. Bake for about 40 minutes. A meat thermometer should read 145°F. Check the temperature after 30 minutes in the oven.', 'Remove from oven. Let set for 5 minutes. Slice and serve.']",Main,231,45 mg,7 g,20 g,3 g,7 g,21 g,41 mg,2 mg,392 mcg RAE,14 mg,1 mcg,31 mcg DFE
Pot Roasted Beef,6 Servings,"['1 pound beef round roast, thawed', '1/4 teaspoon salt', '1/4 teaspoon black pepper', '1/2 teaspoon vegetable oil', '8 red potatoes, peeled and quartered (or 2 cans, about 30 ounces, low-sodium sliced potatoes, drained)', '2 turnips, peeled and quartered (or 1 can, about 15 ounces, low-sodium sweet potatoes, drained)', '1/2 cup onion, chopped in 1-inch pieces', '1/2 cup carrots, chopped in 1-inch pieces', '1/2 cup low-sodium tomato juice']","['Preheat oven to 350 degrees F.', 'Season the roast with salt and pepper.', 'In a large pan, brown the roast in the oil over medium to high heat for 10 to 12 minutes. Drain fat.', 'Use a large iron skillet or roasting pan. Put the roast in the middle of the pan. Add the potatoes, turnips, onions, and carrots around the roast.', 'Pour the tomato juice over the roast and vegetables.', 'Cover the pan with a lid or foil and bake for 1 hour or until potatoes are cooked.', 'If desired, cut roast into one inch chunks. Mix and serve.']",Main,327,31 mg,3 g,51 g,6 g,6 g,23 g,47,3,94 mcg RAE,33 mg,0 mcg,60 mcg DFE
Potato Beef Casserole,5 Servings,"['1 onion (diced)', '1/2 pound ground beef (85% lean)', '5 potatoes (or 1 package hash browns)', '1 can cream of mushroom soup, reduced sodium (10.75 ounces)', '5 ounces water']","['Wash hands with soap and water.', 'Peel onion and dice into 1/4-inch pieces.', 'Cook ground beef and onions in a skillet until the meat is browned. Drain of fat.', 'Add mushroom soup and 1/2 can water.', 'Use a brush to scrub potatoes under cold running water. Slice potatoes into 1/2-inch thick pieces and places in the bottom of a casserole dish.', 'Spread meat and soup mixture over potatoes.', 'Bake at 350°F for 45 minutes until potatoes are tender and casserole is bubbly and browned.']",Main,283,31 mg,6 g,44 g,5 g,4 g,14 g,46 mg,3 mg,1 mcg RAE,44 mg,0 mcg,48 mcg DFE
Potato Nachos,5 Servings,"['6 small red potatoes, skins on (1 pound)', '2 teaspoons vegetable oil or cooking spray', '8 ounces lean ground turkey (15% fat or less)', '1/2 teaspoon chili powder', '1/2 cup reduced-fat shredded cheddar cheese', '1 cup shredded lettuce', '1 tomato, diced', '3/4 cup peeled and diced cucumber', '1 tablespoon chopped cilantro', '3/4 cup salsa']","['Wash hands with soap and water.', 'Slice potatoes into small circles about 1/4 inch thick.', 'Lightly coat the potato slices with oil (or spray for 3 seconds with cooking spray).', 'Arrange slices on a baking sheet in a single layer. Bake in the oven at 450 degrees F for 25 to 30 minutes, depending on desired darkness.', 'Meanwhile, add ground turkey and chili powder to a skillet. Cook, stirring over medium heat (300 degrees F in an electric skillet) for 8 to10 minutes or until turkey browns.', 'Remove potatoes from the oven.', 'Transfer baked potatoes to an oven-safe dish. Top with turkey and sprinkle with cheese. Put back in the oven to melt the cheese, about 2 minutes.', 'Remove from oven and top with lettuce, tomato, cucumber, cilantro and salsa.']",Main,302,39 mg,10 g,39 g,6 g,4 g,16 g,157 mg,3 mg,76 mcg RAE,50 mg,0 mcg,58 mcg DFE
Potato Skins with Buffalo Chicken,4 Servings,"['12 ounces boneless, skinless chicken breast', '1 cup water', '4 medium russet potatoes (about 6 oz each)', '9 teaspoons hot pepper sauce', '1/4 cup non-fat milk', '1/4 cup fat-reduced sour cream', '2 tablespoons margarine', '1/4 cup crumbled blue cheese', '2 green onions', '2 medium tomatoes', '4 celery stalks']","['Center oven rack and preheat oven to 425 °F.', 'Place chicken in a sauté pan, add water, and cover. Simmer for 20 minutes and remove from pan; let cool slightly. When chicken is cool enough to handle, shred using two forks, one in each hand.', 'While chicken is simmering, wash and scrub potatoes with a clean vegetable brush under running water and slit each one lengthwise about 1-inch deep.', 'Place potatoes in a microwave-safe dish and microwave on high, uncovered, for about 10 minutes. Let cool slightly.', 'Slice each potato in half length-wise, scoop out potato, leaving a 1/4 inch shell. Mash potato together with hot pepper sauce, sour cream, margarine, and milk. Fold in blue cheese and shredded chicken.', 'Spoon mixture into potato skins slightly denting center (to hold fresh toppings after baking).', 'Place filled potato skins on a 9x13"" baking sheet and bake about 15-20 minutes until tops are golden brown.', 'Dice tomatoes and green onions. Cut celery stalks into four inch sticks.', 'To serve, top potatoes with onions and tomatoes. Serve celery sticks on the side for scooping potato contents.']",Main,360,45 mg,12 g,44 g,5 g,5 g,20 g,150 mg,3 mg,145 mcg RAE,36 mg,0 mcg,62 mcg DFE
"Potato, Black Bean, & Kale Skillet",4 Servings,"['4 red potatoes', '2 1/2 cups kale (curly Italian or other variety, approx. 6 oz.)', '2 tablespoons olive oil', '1 clove garlic (minced)', '1/4 cup chopped onion', '1 teaspoon chili powder', '1/4 teaspoon salt', '1/8 teaspoon cayenne pepper', '1 can 15 oz. no salt added black beans (drained and and rinsed)', '1/2 cup nonfat plain Greek yogurt']","['Dice potatoes into 1/4"" pieces.', 'Chop kale.', 'Heat oil, in large skillet over medium heat, Add garlic and onions; cook 2-3 minutes until just starting to brown.', 'Add diced potatoes, chili, salt, and pepper to skillet, cover with lid and cook 8-10 minutes, stirring occasionally.', 'Add chopped kale and black beans. Cook about 3-5 more minutes, stirring gently.', 'Serve with Greek yogurt.']",Main,290,0 mg,7 g,47 g,8 g,3 g,13 g,158 mg,3 mg,73 mcg RAE,79 mg,0 mcg,15 mcg DFE
Pulled Pork Sandwich with Red Cabbage and Carrot Slaw,8 Servings,"['1 half pork shoulder (bone-in)', '1 1/2 cups cider or white vinegar (or a combination of both)', '1 teaspoon black pepper', '1 teaspoon Crushed red pepper flakes', '1/2 teaspoon salt', '8 100% whole wheat dinner rolls or slider buns']","['Pulled Pork:', '1.     Put everything in the slow cooker and turn the heat to medium. Cook, undisturbed, for 8 hours or until it is fork-tender (about 190 degrees with a meat thermometer).', '2.     Remove the pork from the slow cooker but keep the liquid. While still hot, use two forks to shred the meat. Remove any fat found between the shreds.', '3.     Skim as much fat as possible from the liquid in the slow cooker. Add about 1 cup of the cooking liquid to the shredded pork.', 'Red Cabbage and Carrot Slaw:', '4.     Put the shredded cabbage and carrots in a bowl.', '5.     Mix the canola oil, vinegar, salt and pepper in a small bowl and stir or whisk well.', '6.     Add the dressing to the cabbage mixture and coat thoroughly.', '7.     Add 1/2 cup of pulled pork to each roll or bun and top with 1/2 cup cabbage and carrot slaw. Serve right away.  ']",Main,487,140 mg,28 g,14 g,3 g,6 g,42 g,93,4,194 mcg RAE,62 mg,2 mcg,32 mcg DFE
Pumpkin Chili,8 Servings,"['2 teaspoons olive oil', '1 small yellow onion (chopped)', '1 green bell pepper (cored, seeded and chopped )', '2 jalapeño peppers (seeded and finely chopped)', '2 cloves garlic ( finely chopped or 1/2 teaspoon garlic powder )', '1 pound ground turkey', '1 can diced tomatoes with juice', '1 can pumpkin puree', '1 cup water', '1 teaspoon cumin, ground', 'salt and pepper (to taste, optional)', '1 can kidney beans (Can choose other beans if desired.)']","['1. Heat oil in a large pot over medium high heat.', '2. Add onion, bell pepper, jalapenos and garlic and cook, stirring frequently until tender, about 5 minutes.', '3. Add turkey and cook until browned.', '4. Add tomatoes, pumpkin, water, chili powder, cumin, salt and pepper and bring to a boil.', '5. Reduce heat to medium low then add beans.', '6. Cover and simmer, stirring occasionally, for 30 minutes more.', '7. Ladle chili into bowls and serve.']",Main,193,41 mg,8 g,17 g,6 g,5 g,14 g,76 mg,3 mg,444 mcg RAE,44 mg,0 mcg,33 mcg DFE
Pumpkin Mac & Cheese for One,1 Serving,"['3/4 cup cooked pasta (in any shape)', '1 1/2 tablespoons cheddar cheese soup (from can)', '1/8 cup pumpkin puree', '1 1/2 tablespoons milk, 1%', '1 tablespoon cheese, low-fat', '1 teaspoon deli mustard']","['Stir the ""wet"" ingredients (soup, pumpkin puree, milk, and mustard), and heat in microwave for 45-60 seconds; stir again until creamy.', 'Add cooked pasta to cream and sprinkle cheese on top. Heat another 30-45 seconds or until cheese melts.']",Main,213,3 mg,3 g,38 g,3 g,4 g,9 g,87 mg,2 mg,268 mcg RAE,1 mg,0 mcg,130 mcg DFE
