name,servings,ingredients,directions,type,calories,cholesterol,fat,carbohydrates,fiber,sugars,protein,calcium,iron,vitamin_a,vitamin_c,vitamin_d,folate
Pumpkin Soup,6 Servings,"['3 cups water', '1/4 pound beef round roast, thawed, sliced thinly', '2 cans low-sodium pumpkin (about 30 ounces)', '2 tablespoons maple syrup (or 2 tablespoons brown sugar)', '1/4 teaspoon black pepper', '1/2 teaspoon cinnamon (optional)', '1/4 cup onions, diced']","['In a medium-size pot, bring water to a boil.', 'Add beef roast to boiling water. Boil for 5 to 10 minutes.', 'Add pumpkin, maple syrup, and pepper to pot. If using cinnamon, add that too. Mix well.', 'Lower heat and cook for about 10 minutes.', 'Put 2 teaspoons of onion on top of each bowl of soup. Serve hot.']",Soups,133,14 mg,2 g,17 g,4 g,9 g,8 g,52 mg,2 mg,1102 mcg RAE,6 mg,0 mcg,19 mcg DFE
Pumpkin Soup,4 servings,"['1 can white beans (15 ounce, rinsed and drained)', '1 onion (small, or 2 tsp. onion powder)', '1 cup water', '1 can pumpkin (15 ounces, plain)', '1 can vegetable or chicken broth, low-salt (14.5 ounces)', '1/2 teaspoon thyme (or tarragon)', 'salt and pepper (optional, to taste)']","['1. Blend white beans, onion, and water.', '2. In a soup pot, mix bean puree with pumpkin, broth, and spices.', '3. Cover and cook over low heat about 15 to 20 minutes until warmed through.']",Soups,200,0 mg,1 g,39 g,10 g,5 g,12 g,135 mg,6 mg,,6 mg,,
Quick Chicken & Vegetable Soup,4 servings,"['1 tablespoon onion (chopped)', '1 can tomatoes (14.5 ounce, broken up)', '1 cup potatoes (cut in pieces)', '2 cups chicken broth, low-sodium (14.5 ounce can)', '1/2 cup chicken, cooked and chopped', '1 package mixed vegetables (10 ounce frozen)', '1/4 teaspoon thyme', '1/8 teaspoon ground black pepper', '1/8 teaspoon salt']","['Wash hands with soap and water.', 'Put the tomatoes, potatoes and broth in the pot. Cook on medium heat until they boil.', 'Add the onion. Turn the heat to low, and simmer for 10 minutes.', 'Add the remaining ingredients.', 'Cover the pan.', 'Cook for at least 5 more minutes over low heat until vegetables are tender.']",Soups,148,16 mg,2 g,23 g,6 g,6 g,11 g,69 mg,2 mg,168 mcg RAE,25 mg,0 mcg,34 mcg DFE
Quick Chili,4 servings,"['1/2 pound ground beef, 90% lean', '1 can kidney beans (15 1/2 ounces, with liquid)', '1 cup tomato sauce, unsalted', '1 tablespoon onion, instant minced', '1 1/2 tablespoons chili powder']","['1. Thoroughly cook ground beef in skillet until browned (internal temperature of 160 degrees). Do not undercook ground beef. Carefully wash your hands and any surfaces that have come in contact with raw meat.', '2. Drain off fat into container.', '3. Stir in kidney beans with liquid, tomato sauce, onion, and chili powder.', '4. Bring to a boil. Reduce heat, cover, and simmer for 10 minutes.', '5. Refrigerate or freeze leftovers within 2 hours of cooking. Use refrigerated leftovers within 4 days.']",Soups,222,37 mg,6 g,24 g,8 g,4 g,18 g,56 mg,4 mg,65 mcg RAE,3 mg,0 mcg,107 mcg DFE
Red Chile Stew,8 servings,"['2 pounds pork (cut into small pieces save some fat)', '5 dried red chiles', '1 teaspoon oregano', '1/2 teaspoon garlic powder', 'salt (to taste, optional)']","['1. Wash chiles, removing stems and seeds. Place in blender with 1 cup water and blend into paste.', '2. Put pork fat into deep skillet until there is enough on the bottom of the skillet to prevent meat from sticking. Discard remaining fat.', '3. Brown pork lightly. Add the chile paste and mix well, adding water if mixture is too thick. Add oregano and garlic. Cover pan and simmer slowly for one hour.']",Soups,141,54 mg,3 g,3 g,0 g,1 g,24 g,13 mg,1 mg,18 mcg RAE,68 mg,1 mcg,7 mcg DFE
Sarah’s Spicy Curry Turkey Soup,6 Servings,"['1 tablespoon olive oil', '1 tablespoon butter', '1 cup onion (diced)', '1 cup celery (diced)', '1/4 teaspoon salt', '1/8 teaspoon pepper', '2 tablespoons flour', '3/4 tablespoon curry powder', '1/4 teaspoon cinnamon', '4 cups low-sodium chicken broth', '2 cups carrots (chopped)', '2 cups spinach (chopped)', '3 small red potatoes (diced)', '3 cups cooked turkey (skin removed, diced)', 'Optional garnish: cranberry sauce']","['Heat the olive oil and butter in a large pot over medium heat. Add the onion and celery and cook for about 7 minutes, stirring occasionally.', 'Stir in flour, curry powder, and cinnamon and cook for 2-3 minutes, stirring constantly.', 'Pour in chicken broth and scrape up any brown bits at the bottom of the pan.', 'Bring to a simmer. Then add carrots, spinach, potatoes, and turkey.', 'Bring to a boil. Then reduce the heat to low.', 'Simmer (covered) for about 30 minutes, stirring occasionally.', 'Serve in bowls and garnish with a spoonful of cranberry sauce.']",Soups,280,56 mg,9 g,26 g,4 g,5 g,26 g,75 mg,3 mg,424 mcg RAE,13 mg,0 mcg,60 mcg DFE
Shorba (Lamb and Peanut Soup),8 Servings,"['3 pounds lamb bones (or lean beef ribs)', '8 cups water (2 quarts)', 'salt (2 teaspoons, optional)', '1 1/2 cups onions, slightly chopped', '1/2 pound carrots, peeled and cut into chunks', '1 cabbage, cut into small wedges', '3 cups string beans, trimmed', '3 cloves garlic, chopped finely', '4 tablespoons peanut butter (1/4 cup)', '1 lemon, juiced (approximately 3 Tablespoons)', 'cooked rice (1/2 cup, optional)']","['1. In a 6-quart saucepan, simmer lamb bones in 2 quarts of water and 2 teaspoons of salt (optional) for one hour.\n2. Add onions, carrots, cabbage, string beans, and garlic.\n3. Simmer for one hour until vegetables are thoroughly cooked.\n4. Remove lamb bones and puree the mixture.\n5. Add 4 Tablespoons peanut butter thinned with lemon juice.\n6. Add cooked rice (optional).\n7. Add salt and pepper to taste.']",Soups,396,88 mg,22 g,17 g,6 g,8 g,34 g,99 mg,4 mg,229 mcg RAE,53 mg,0 mcg,87 mcg DFE
Slow Cooker Beef Stew,6 servings,"['2 pounds stew meat (cut into 1 inch cubes)', '1/4 cup flour (all purpose)', 'salt and pepper (optional, to taste)', '2 cups water', '2 teaspoons beef bouillon (2 cubes)', '1 garlic clove (finely chopped)', '3 carrot (sliced)', '3 potatoes (diced)', '1 onion (chopped)', '1 celery stalk (sliced)', 'Add herbs as desired: bay leaf, basil, oregano, etc']","['Wash hands with soap and water.', 'Place meat in slow cooker.', 'Mix flour, salt, and pepper in a medium bowl, and pour over meat; stir to coat.', 'Add remaining ingredients and stir to mix.', 'Cover and cook on LOW for 8 to 10 hours or HIGH for 4 to 6 hours.', 'Stir stew thoroughly before serving. If using bay leaf, discard before serving.']",Soups,275,68 mg,5 g,28 g,4 g,3 g,30 g,40 mg,3 mg,256 mcg RAE,25 mg,0 mcg,53 mcg DFE
Slow Cooker Hamburger Stew,4 servings,"['1 pound ground beef, 90% lean', '1/2 cup onion (chopped)', '1 cup carrot (chopped)', '2 cups potatoes (chopped)', '1 cup celery (chopped)', '1 can tomatoes (14.5 ounce)', '4 cups water', '1/2 oregano, basil or other herb (optional)']","['1. Brown ground beef in a medium fry pan. Drain fat.', '2. Place beef, chopped vegetables, tomatoes and water in slow cooker.', '3. Cook on LOW 8 to 10 hours or on HIGH for 4 to 6 hours.']",Soups,275,71 mg,10 g,22 g,5 g,6 g,25 g,88 mg,4 mg,293 mcg RAE,32 mg,0 mcg,46 mcg DFE
Slow Cooker Lentil Soup,6 servings,"['6 cups water', '1/4 cup fresh parsley, chopped (optional, or 2 Tablespoons dried parsley)', '2 teaspoons beef bouillon (or 2 cubes beef bouillon)', '1 1/2 cups lentils (dry)', '2 carrot (medium, sliced)', '1 onion (medium, chopped)', '2 celery stalk (sliced)']","['1. Mix all ingredients together in slow cooker.', '2. Cook on LOW for 8 to 10 hours or HIGH for 4 to 5 hours.', '3. Serve hot with crackers or bread.']",Soups,175,0 mg,1 g,31 g,12 g,4 g,13 g,46 mg,5 mg,171 mcg RAE,5 mg,0 mcg,254 mcg DFE
Slow Cooker Pork Stew over Brown Rice,8 Servings,"['2 pounds lean pork stew meat', '3 cups baby carrots', '1 large onion, sliced', '1 1/2 teaspoons dried thyme leaves', '1/2 teaspoon coarse ground black pepper', '1/4 teaspoon salt', '1 clove garlic, minced', '1 1/2 cups complete bran and wheat flakes ready-to-eat cereal (crushed to 3/4 cup)', '1 cup dried tart cherries', '3/4 cup 100% apple juice or apple cider', '4 cups hot cooked brown rice']","['Trim fat from pork.', 'Spray large pan with non-stick cooking spray. Cook half of the pork at a time until browned.', 'In a 4-6 quart crockery cooker layer carrots, onion, thyme, pepper, salt and garlic. Sprinkle with cereal and cherries.', 'Top with pork and pour apple juice or cider over contents in the cooker.', 'Cover and cook on low setting for 7-8 hours or on high setting for 3 ½ to 4 hours. ', 'Prepare the brown rice according to package directions toward the end of the stew cooking time. (Brown rice typically takes about 40-45 minutes to cook). ', 'Stir pork mixture and serve over ½ cup brown rice.']",Soups,360,54 mg,5 g,50 g,6 g,19 g,27 g,89 mg,2 mg,61 mcg RAE,8 mg,1 mcg,15 mcg DFE
Smoked Ham Hocks with Lima Beans,8 Servings,"['1/2 medium onion', '2 cloves garlic', '2 pounds smoked ham hocks', '8 cups water', '1 pound frozen lima beans', '1/2 teaspoon ground black pepper']","['Peel, rinse, and chop onion. Peel and mince garlic.', 'In a large pot over high heat, add ham hocks and water. Bring to a boil. Reduce heat to a simmer. Add onion and garlic. Cover and cook until meat is tender and internal temperature registers 145°F on a food thermometer, about 30-40 minutes.', 'Transfer ham hocks to a clean cutting board. Let cool.', 'Add lima beans to pot. Cook according to package directions.', 'When ham hocks are cool, shred meat from the bone, removing any fat. Return to pot. Stir in pepper. If using salt, stir in now.']",Soups,130,10 mg,1 g,18 g,4 g,1 g,12 g,20 mg,1 mg,4 mcg RAE,6 mg,1 mcg,92 mcg DFE
Spicy Chicken and Potato Soup,6 Servings,"['1 cup onion, chopped', '1 tablespoon garlic, finely chopped', '1 tablespoon vegetable oil', '1/4 pound chicken, thawed, cut up, and skin removed', '4 cups water', '6 small red potatoes, chopped (or 1 can, about 15 ounces, low-sodium sliced potatoes)', '1/4 cup white rice, uncooked (or brown rice)', '1/2 teaspoon chili powder (or paprika)', '1 cup fresh peas (or 1/2 can, about 8 ounces, low-sodium green peas)', 'cayenne or jalapeño chilies, diced (1/2 teaspoon, optional)', 'parsley or cilantro, chopped (1/2 cup, optional)']","['In a large pot, brown onion and garlic in oil over medium to high heat for 5 minutes.', 'Add chicken to pot and brown for about 5 minutes.', 'Add water, potatoes, rice, and chili powder to pot.', 'Bring pot to a boil, and cook for 15 minutes.', 'Lower heat and cook for about 15 to 20 minutes. Stir pot every 10 minutes.', 'Add peas and cook for about 8 minutes. If using cayenne or jalapeño chilies, add that too. Mix well.', 'Remove pot from heat. If using parsley or cilantro, add that now.', 'Mix well and cover for 5 minutes. Serve hot.']",Soups,224,7 mg,3 g,42 g,6 g,4 g,8 g,42 mg,2 mg,14 mcg RAE,45 mg,0 mcg,71 mcg DFE
Split Pea Soup,6 servings,"['1 onion (large)', '3 tablespoons margarine or butter', '1 1/2 cups split peas, dry', '6 cups water', '1 teaspoon salt']","['1. Chop onion. Cook in margarine in a large pan until tender.\n2. Wash and drain split peas.\n3. Add water, split peas and salt to onion. Bring to boiling.\n4. Lower heat and cover pan. Simmer about 2 hours, until thickened.\n ']",Soups,219,0 mg,6 g,31 g,12 g,5 g,12 g,32 mg,2 mg,58 mcg RAE,2 mg,0 mcg,92 mcg DFE
Split Pea Soup,5 Servings,"['2 teaspoons vegetable oil', '1 Spanish onion (peeled and chopped)', '3 carrots (scrubbed and chopped)', '2 celery stalks (chopped)', '1 teaspoon dried thyme', '2 1/4 cups split peas (rinsed and picked over)', '4 cups low-sodium chicken or vegetable broth', '6 cups water', '1/8 cup lemon juice']","['Put soup pot on the stove on medium heat.  Add oil when the pot is hot.', 'Add onion, carrots, celery and thyme and cook 10- 15 minutes, until tender.', 'Add split peas, stock and 4 cups water.  Raise the heat to high and bring to a boil.', 'Lower the heat to low and cook about 2 hours, partially covered, until the peas have fallen apart. Check the soup during cooking. If more water is needed, add up to 2 cups. Skim off any foam that forms.', 'Serve right away or cover and refrigerate up to three days. Stir in the lemon juice just before serving. ']",Soups,329,0 mg,4 g,54 g,20 g,10 g,23 g,82 mg,4 mg,310 mcg RAE,8 mg,0 mcg,155 mcg DFE
Spring Vegetable Soup,4 servings,"['1 tablespoon extra virgin olive oil', '1/4 red cabbage (medium head, about 2 cups, finely shredded)', '2 ripe tomatoes (medium, seeded and chopped)', '1/2 cup canned artichoke hearts (drained and chopped)', '1 cup green peas (frozen or fresh)', '2 1/2 cups vegetable juice (low-sodium)', '1 cup water', '2 teaspoons dried basil', 'salt and pepper (freshly ground black pepper, optional, to taste)']","['1. In large soup pot, heat oil over medium heat. Saute cabbage, tomatoes, artichoke hearts and peas for 10 minutes.\n2. Add vegetable juice and water. Bring to boil. Reduce heat, add basil and simmer for 10 minutes, or until all vegetables are tender and soup is piping hot.\n3. Serve in individual serving bowls. Season to taste with salt and pepper.']",Soups,136,0 mg,5 g,20 g,6 g,11 g,5 g,75 mg,3 mg,132 mcg RAE,71 mg,0 mcg,88 mcg DFE
Squash Soup,6 servings,"['1 tablespoon olive oil', '2 onions (medium, chopped)', '2 carrots (medium, chopped)', '2 garlic cloves (minced)', '1 cup tomato puree (canned)', '5 cups chicken or vegetable broth, low-sodium', '4 cups winter squash (cooked)', '1 1/2 tablespoons oregano (dried)', '1 1/2 tablespoons basil (dried)']","['1. In a large saucepan, warm oil over medium heat.', '2. Stir in onions, carrots and garlic.', '3. Cook for about 5 minutes, covered.', '4. Stir in the tomato puree, chicken broth, cooked squash, and herbs.', '5. Bring soup to a simmer and cook, covered, for 30 minutes.']",Soups,127,1 mg,4 g,19 g,4 g,7 g,6 g,95 mg,3 mg,237 mcg RAE,15 mg,0 mcg,40 mcg DFE
Taco Soup,10 servings,"['1 pound ground beef (90% lean)', '2 cans diced tomatoes (14.5 ounces each)', '3 cups corn (2-15.5 ounce cans, rinsed and drained)', '2 cans red kidney beans (15.5 ounces each, rinsed and drained)', '1 1/2 teaspoons chili powder', '3/4 teaspoon cumin powder', '3/4 teaspoon garlic powder', '1/3 cup water']","['1. Cook meat in a pot over medium heat until brown.', '2. Put meat in a strainer to drain fat. Rinse with hot water.', '3. Mix all the ingredients in a pot and cook on low for an hour.']",Soups,265,28 mg,5 g,39 g,10 g,5 g,19 g,64 mg,5 mg,24 mcg RAE,13 mg,0 mcg,151 mcg DFE
Tasty Low-Fat Cream Soup,2 servings,"['1 1/2 cups chicken broth, low-sodium', '1 1/3 tablespoons flour', '2 tablespoons onion (chopped)', '2/3 cup non-fat dry milk powder', '1/4 cup celery (chopped)', 'black pepper (to taste)']","['1. Peel and chop the onion.', '2. Chop the celery into small pieces.', '3. Put the celery and onion in a saucepan.', '4. Add 1/2 cup chicken broth (save the other cup of chicken broth for later.)', '5. Cook these ingredients on low heat. Let the broth simmer for 2-3 minutes.', ""6. In a small bowl, mix the dry milk, flour, and pepper. Add them into the 1 cup of chicken broth that hasn't been cooked yet. Beat till smooth."", '7. Add this mix to the celery, onion, and broth.', '8. Cook over medium heat till the soup thickens.']",Soups,135,4 mg,1 g,19 g,1 g,13 g,12 g,294 mg,1 mg,163 mcg RAE,2 mg,2 mcg,33 mcg DFE
Ten Minute Corn Chowder,4 servings,"['1 teaspoon vegetable oil', '1/2 onion (chopped)', '1 teaspoon garlic (minced)', '4 tablespoons flour (all purpose)', '3 cups non-fat milk', '2 teaspoons mustard', '1/4 teaspoon thyme (dried)', 'black pepper (to taste)', '2 cups corn kernels (frozen)', '4 tablespoons cheddar cheese, shredded reduced fat']","['1. Heat a large non-stick skillet over medium-high heat. Add the oil and saute the onion and garlic until golden, about 2 minutes.', '2. Meanwhile, place the flour, milk, mustard and seasonings in a small bowl and mix well.', '3. Add the milk mixture to the skillet followed by the corn; mix well until the mixture comes to a boil and thickens, for about 3 minutes. Stir frequently to keep the mixture from burning.', '4. Divide into four bowls and top each with 1 tablespoon of shredded cheese.']",Soups,207,8 mg,4 g,34 g,3 g,14 g,12 g,299 mg,1 mg,134 mcg RAE,6 mg,2 mcg,55 mcg DFE
The Bosnian Pot,10 Servings,"['2 1/4 pounds beef, cubed', '1 head cabbage', '2 1/2 carrots (can use 2-3)', '3 1/2 tomatoes, large', '3 1/2 potatoes, large', '2 medium onions', '2 garlic cloves, sliced (or more)', '2 green peppers', '1/2 tablespoon cooking oil', '1/2 tablespoon vinegar', 'salt and pepper (to taste, optional)']","['1. Dice all the vegetables.\n2. Combine with the meat and seasonings in a large pot.\n3. Add enough water to completely cover the mixture and add the oil and vinegar.\n4. Cook, covered, for two to three hours on low heat until everything is well done.']",Soups,296,64 mg,6 g,36 g,7 g,8 g,26 g,84 mg,4 mg,163 mcg RAE,90 mg,0 mcg,88 mcg DFE
Three Sisters Soup,8 Servings,"['1 1/2 tablespoons vegetable oil', '3/4 cup diced carrot', '1 cup chopped onion', '4 cloves garlic, minced or 1 teaspoon garlic powder', '2 cups diced summer or winter squash (fresh or frozen)', '1 1/2 cups corn (fresh or frozen) or a 15-oz can (drained and rinsed)', '1 1/2 cups cooked beans (any type) or a 15-oz can (drained and rinsed)', '1 can (14.5 ounces) diced tomatoes or 2 cups diced fresh', '3 cups low-sodium broth (any type)', '1 teaspoon cumin', '1/4 teaspoon black pepper']","['Wash hands with soap and water.', 'Heat oil in a large pan on medium heat. Add carrot and onion and saute until onions have begun to turn slightly brown, about 8 to 10 minutes.', 'Add garlic, squash and corn and continue to stir for another 3 to 4 minutes.', 'Add beans, tomatoes, broth, cumin and pepper.', 'Allow soup to come to a boil and then turn heat down to a simmer until all vegetables are tender to taste (15 to 30 minutes, depending on the vegetables used).']",Soups,137,0 mg,4 g,24 g,6 g,6 g,5 g,61 mg,2 mg,,14 mg,,
"Tofu, Tomato and Spinach Soup",4 servings,"['1 teaspoon vegetable oil', '1/2 cup onion (chopped)', '1 garlic clove (minced)', '6 cups water (or low-sodium chicken broth)', '1 package tofu, silken, firm or extra firm (14 ounce - patted dry and cut into ½ inch cubes)', '2 tomatoes (chopped)', '3 green onions, chopped (3 stalks, optional)', '4 cups spinach leaves, fresh (washed and dried, or 1- 10 ounce box frozen chopped spinach, thawed and squeezed dry)', '1 tablespoon soy sauce, reduced sodium', '1/4 teaspoon ground black pepper', '1/4 cilantro leaves (1/4 cup, optional)']","['Wash hands with soap and water.', 'Heat a 3 quart saucepan over medium heat; add oil and chopped onion. Cook onion until softened, but not brown. Stir in garlic and cook just until fragrant.', 'Add chicken broth. Bring to a boil. Add tomatoes and tofu. Lower heat and simmer until tomatoes are soft but not mushy (this takes just a couple of minutes).', 'Stir in green onions (optional), spinach, ground pepper and cilantro. Cook just until spinach is wilted.', 'Remove from heat. Taste for seasoning. Serve hot.']",Soups,113,0 mg,6 g,8 g,3 g,3 g,10 g,262 mg,3 mg,176 mcg RAE,21 mg,0 mcg,100 mcg DFE
Tomato Basil Soup,4 servings,"['1 onion (medium, chopped)', '1 tablespoon olive oil', '2 garlic clove (crushed, or 1/4 teaspoon garlic powder)', '1 can tomatoes (14 1/2 ounce, drained and chopped)', '1 teaspoon red pepper (ground, a pinch)', '1 teaspoon basil (dried)', '2/3 cup non-fat dry milk (NDM) (+ 2 cups water or substitute 2 cups nonfat milk for the reconstituted NDM)', 'salt and pepper (optional, to taste)']","['1. In a medium saucepan, cook onion in oil over medium heat, stirring frequently until golden brown, about 4 minutes.', '2. Add garlic and cook 1 minute longer. Add chopped tomatoes.', '3. Cook uncovered over medium heat for 10 minutes.', '4. Spoon 3/4 of mixture into food processor or blender container; puree until smooth. Return to saucepan.', '5. Add red pepper, basil, and reconstitute NDM to the soup. Heat until hot but do not boil. Season to taste with salt and pepper (optional). Serve immediately.']",Soups,101,2 mg,4 g,13 g,3 g,10 g,5 g,190 mg,1 mg,102 mcg RAE,16 mg,1 mcg,20 mcg DFE
Tortellini Soup,6 servings,"['1 cup beans, Great Northern (dried)', '1/4 cup lentils (brown)', '1/4 cup split peas (green)', '2 tablespoons parsley flakes (dried)', '3 teaspoons chicken broth granules', '1/8 cup sun-dried tomatoes (chopped)', '2 tablespoons Parmesan cheese, grated (2 teaspoons)', '1 teaspoon onion powder', '1/16 teaspoon minced garlic, instant (pinch)', '1/2 teaspoon thyme', '3/4 cup tortellini (dried)', '1 carrot (1 cup coarsely chopped, optional)', '1 celery (1 cup coarsely chopped, optional)']","['1. Rinse beans. Put into a 4-5 quart heavy pot with 8 cups of water. Bring to a boil, reduce heat to medium, cover and simmer until the beans are tender (1 1/4 to 1 1/2 hours).', '2. Add 4 cups water, seasonings, tortellini and, if desired, 1 cup each coarsely chopped carrots and celery. Return to boil. Reduce heat to low, cover and simmer 1/2 hour, until tortellini and vegetables are tender.']",Soups,208,7 mg,2 g,36 g,9 g,2 g,14 g,112 mg,4 mg,8 mcg RAE,2 mg,0 mcg,128 mcg DFE
Turkey Stew,4 servings,"['2 teaspoons vegetable oil', '1/2 cup onion (chopped)', '1 garlic clove (finely chopped, or 1/2 teaspoon garlic powder)', '4 carrot (chopped)', '2 celery stalk (chopped)', '2 potatoes (chopped)', '1 can tomatoes, diced', '2 cups water', '2 cups turkey (cooked, chopped)', 'salt and pepper (optional, to taste)', 'Italian seasoning or oregano, basil or thyme (to taste, optional)']","['Wash hands with soap and water.', 'Heat oil in medium saucepan. Add onion, garlic, carrots and celery and stir for 2 minutes', 'Add potatoes, tomatoes, and water to pan. Bring to a boil, then lower heat and simmer 30 minutes or until vegetables are tender. Add turkey and cook another five minutes or until heated.', 'Season to taste before serving. Refrigerate leftovers.']",Soups,250,51 mg,4 g,31 g,7 g,8 g,23 g,91 mg,2 mg,536 mcg RAE,40 mg,0 mcg,55 mcg DFE
Two Bean Chili,4 Servings,"['1/2 pound ground beef', '1/2 can (about 8 ounces) low-sodium kidney beans, drained', '1/2 can (about 8 ounces) low-sodium vegetarian beans', '1/2 cup onion, diced', '1 teaspoon chili powder', '2 1/2 cups low-sodium tomato juice', '1/4 teaspoon pepper']","['In a medium-size pot, brown ground beef over medium to high heat for 8 to 10 minutes. Drain fat.', 'Add kidney beans, vegetarian beans, onions, chili powder, tomato juice, and pepper.', 'Cook over low heat for about 40 minutes. Serve hot.']",Soups,275,39 mg,9 g,32 g,8 g,12 g,18 g,64 mg,4 mg,45 mcg RAE,31 mg,0 mcg,86 mcg DFE
Vegetable Cheese Soup,4 servings,"['2 cups water', '3 cups mixed vegetables, frozen or fresh (chopped, no salt or fat added)', '1/4 cup onion (chopped)', '1 teaspoon salt', 'curry powder (1/2 teaspoon, optional)', '1 cup dry milk, non-fat', '1 cup water', '1 1/2 tablespoons cornstarch', '1/2 cup Swiss cheese (cut into small pieces)']","['Wash hands with soap and water.', 'Bring 2 cups water to a boil. Add vegetables, onions, salt and curry powder. Cook, covered, until almost tender.', 'Mix dry milk, 1 cup water and cornstarch together. Add to partially cooked vegetables.', 'Cook over medium heat, stirring often, until thickened.', 'Add cheese and stir until melted. Add more water if too thick.', 'Top with back and green onions if desired.']",Soups,216,15 mg,4 g,31 g,6 g,14 g,14 g,358 mg,1 mg,441 mcg RAE,6 mg,2 mcg,37 mcg DFE
Vegetable Chili,5 Servings,"['2 tablespoons vegetable oil', '2 yellow onions (peeled and coarsely chopped)', '2 zucchini (cubed)', '2 sweet potatoes (cubed)', '3 cloves garlic (peeled and minced)', '2 teaspoons ground cumin', '2 tablespoons chili powder', '2 teaspoons dried oregano', '3 cans 16 ounce low-sodium dark red kidney beans (drained and rinsed)', '2 cans 14.5 ounce low-sodium diced tomatoes', '2 cups frozen corn (unthawed)']","['Put the pot over medium heat and when it is hot, add the oil. Add the onions, zucchini, sweet potatoes, garlic and spices and cook, stirring from time to time, 20 minutes.', 'Add the kidney beans and tomatoes. Stir and cook, covered, until the squash is tender, about 30 minutes.', 'Add the corn and cook until warmed throughout.', 'Serve right away or transfer to a container once cooled. Refrigerate up to 5 days.']",Soups,427,0 mg,8 g,78 g,21 g,18 g,20 g,196 mg,7 mg,545 mcg RAE,46 mg,0 mcg,137 mcg DFE
Vegetable Soup with Chicken,6 Servings,"['1 can chicken (about 12 ounces)', '3 cups water', '3 ears corn (or 1 can low-sodium whole kernel corn)', '1 can low-sodium peas (about 15 ounces)', '1 pound fresh carrots, peeled and diced (or 1 can low-sodium carrots, about 15 ounces)', '2 pounds potatoes, peeled and diced (or 2 cans low-sodium sliced potatoes, about 15 ounces each)']","['In a large pot, heat the chicken and water over medium to high heat until hot.', 'Cut the kernels off the ears of corn.', 'Add the corn kernels and all other ingredients to the pot and boil for 10 seconds.', 'Lower the heat and simmer for about 30 minutes.']",Soups,300,38 mg,4 g,49 g,9 g,9 g,21 g,56,2,609 mcg RAE,26 mg,,
Vegetable Stew,8 servings,"['3 cups water', '1 vegetable bouillon (low sodium, cube)', '2 cups white potatoes (cut into 2-inch strips)', '2 cups carrot (sliced)', '4 cups summer squash (cut into 1-inch chunks)', '1 cup summer squash (cut into 4 chunks)', '1 3/4 cups sweet corn, 15 ounces, rinsed and drained (or 2 ears of fresh corn, cut off the cob)', '1 teaspoon thyme', '2 garlic (cloves, minced)', '1 green onion (stalk, chopped)', '1/2 green chili pepper (small, chopped)', '1 cup onion (coarsley chopped)', '1 cup tomatoes (diced)']","['Wash hands with soap and water.', 'Put water and bouillon in large pot and bring to a boil.', 'Add potatoes and carrots and simmer for 5 minutes.', 'Add remaining ingredients, except for tomatoes, and continue cooking for 15 minutes over medium heat.', 'Remove 4 chunks of squash and puree in blender.', 'Return pureed mixture to pot and let cook for 10 minutes more.', 'Add tomatoes and cook for another 5 minutes.', 'Remove from heat and let sit for 10 minutes to allow stew to thicken.']",Soups,98,0 mg,1 g,22 g,4 g,6 g,3 g,43 mg,1 mg,287 mcg RAE,35 mg,0 mcg,58 mcg DFE
Vegetarian Chili,4 servings,"['2 onion (large, cut into 1/4 inch pieces)', '1 green bell pepper (cut into 1/4 inch pieces)', '3 garlic clove', '2 jalapeno chilis (fresh, diced)', '2 tablespoons vegetable oil', '1 tablespoon chili powder', '1 tablespoon cumin (ground)', '2 cans whole tomatoes, low sodium (28 ounces total - cut into 1/4 inch pieces or 8 medium fresh tomatoes)', '2 zucchini (medium - cut into 1/4 inch pieces)', '2 summer squash (medium - cut in to 1/4 inch pieces)', '1 can kidney beans (16 ounce, rinsed)', '1 cup cilantro (or coriander) (chopped, fresh)', 'salt and pepper (to taste, optional)']","['Wash hands with soap and water.', 'In a large pot saute onions, bell pepper, garlic, and jalapeno in oil over medium high heat for about 5 minutes - stirring often.', 'Add chili powder, cumin, half of the chopped cilantro, salt and pepper, and continue cooking for another 3 minutes, stirring occasionally.', 'Add the tomatoes, zucchini, squash, and bring mixture to a simmer.', 'Simmer for 15 minutes, stirring occasionally.', 'Add beans, and continue to simmer for another 5 minutes.', 'Serve the mixture hot. Put remaining cilantro on top.']",Soups,272,0 mg,9 g,42 g,12 g,14 g,12 g,163 mg,7 mg,85 mcg RAE,99 mg,0 mcg,183 mcg DFE
Vegetarian Matzo Ball Soup,6 Servings,[],"['To Make Matzo Balls:\n1. Stir together eggs, oil, and vegetable stock in a small bowl. Add matzo meal, dill, and salt. Stir until evenly combined. Cover and refrigerate 15 minutes to 8 hours.\n2. Bring large pot of water to a boil; add a dash of salt. Using olive oiled hands, form dough into 12 1-inch balls.\n3. Drop the balls one at a time into the boiling water. Reduce heat and simmer for 30 minutes.\n\nTo Make Broth:\n1. While matzo balls are simmering, make soup by adding all ingredients and bringing to a boil.\n2. Reduce heat and simmer for 20 minutes.\n3. To serve, spoon 2 cooked matzo balls into a bowl and ladle 1 cup of soup over them.\n ']",Soups,170,55 mg,6 g,25 g,4 g,7 g,4 g,54 mg,1 mg,,11 mg,,
