name,servings,ingredients,directions,type,calories,cholesterol,fat,carbohydrates,fiber,sugars,protein,calcium,iron,vitamin_a,vitamin_c,vitamin_d,folate
Banana Oatmeal Pancakes with Lentils,10 Servings,"['1/4 cup dried red lentils', '1 cup old fashioned (large flake) oats', '1 cup all-purpose flour', '1/4 cup brown sugar', '1 teaspoon cinnamon', '2 teaspoons baking powder', '1/2 teaspoon baking soda', '1/4 teaspoon salt', '3/4 cup plain yogurt, low-fat', '3/4 cup milk, 1%', '1/4 cup canola oil (or melted butter)', '2 eggs, large', '1 teaspoon vanilla', '2 bananas (over-ripe, mashed)', 'maple syrup (optional, to serve with pancakes)']","['Wash hands with soap and water.', 'In a small saucepan of boiling water, cook the lentils for 15-20 minutes, until soft. Drain well and set aside.', 'In a large bowl, stir together the oats, flour, brown sugar, cinnamon, baking powder, baking soda, and salt. In a smaller bowl, whisk together the yogurt, milk, oil, eggs, and vanilla. Add to the dry ingredients along with the banana and lentils, and stir until just combined.', 'Set a heavy skillet over medium-high heat, add a drizzle of oil and wipe it around with a paper towel to coat the bottom of the pan.', 'Cook about 1/2 a cup of batter at a time, spreading it out with the back of a spoon if needed (it will be thick). Cook for a couple of minutes, until bubbles begin to break through the surface and the bottom is golden. Keep the heat to medium, as these will take longer to cook through that most pancakes, and you do not want to burn the bottoms.', 'Flip with a thin spatula and cook until they are golden on the other side, and springy to the touch. Keep the pancakes warm on a rack set on a baking sheet in a 250 °F oven while you finish cooking the rest.', 'Serve drizzled with maple syrup (optional).']",Breakfast,218,39 mg,8 g,31 g,3 g,11 g,7 g,133 mg,2 mg,30 mcg RAE,2 mg,0 mcg,76 mcg DFE
Banana Pancakes with Apple Topping,6 servings,"['2 eggs', '1 1/2 cups milk (1%)', '1 tablespoon honey', '3 tablespoons oil', '3/4 cup whole wheat flour', '3/4 cup flour (all purpose)', '2 teaspoons baking powder', '2 bananas', '3 apples', '3 tablespoons sugar', '1 teaspoon cinnamon', '1/4 cup water']","['Beat eggs. Beat in milk, honey, and oil.', 'Add flours and baking powder.', 'Slice bananas and add to mixture.', 'Coat a large, non-stick frying pan or griddle with non-stick cooking spray. Warm the pan over medium heat for 2 minutes.', 'Spoon 1/4 cup of the batter onto the heated griddle for each pancake (adjust more or less depending on pancake size).', 'Cook until the tops are bubbly and the pancakes are dry around the edges. Flip and cook for 2-3 minutes or until golden on both sides. Place pancakes on a platter and keep warm.', 'Repeat steps 5 and 6 until batter has been used, using more nonstick cooking spray as needed.']",Breakfast,325,65 mg,10 g,54 g,5 g,24 g,8 g,194 mg,2 mg,65 mcg RAE,7 mg,1 mcg,73 mcg DFE
Banana Split Oatmeal,1 serving,"['1/3 cup oatmeal (dry, quick-cooking)', '1/8 teaspoon salt', '3/4 cup water (very hot)', '1/2 banana (sliced)', '1/2 cup frozen yogurt (non-fat or low-fat)']","['In a microwave safe cereal bowl, mix together the oatmeal and salt. Stir in water.', 'Microwave on high power for 1 minute. Stir. Microwave on high power for another minute. Stir again.', 'Microwave an additional 30-60 seconds on high power until the cereal reaches the desired thickness. Stir again.', 'Top with banana slices and frozen yogurt.']",Breakfast,267,5 mg,3 g,53 g,4 g,28 g,9 g,179 mg,1 mg,14 mcg RAE,6 mg,0 mcg,29 mcg DFE
Banana Waldorf,4 servings,"['3 bananas (peeled and sliced)', '1 apple (cored and sliced, with peel)', '4 cups yogurt (nonfat vanilla)', '1 pinch cinnamon', '1/8 cup walnuts']","['Wash hands with soap and water.', 'Mix all ingredients together in large mixing bowl.', 'Place in individual serving dishes and chill until ready to serve, up to 1 hour.', 'This dessert looks great when topped with a sprinkle of ground cinnamon.']",Breakfast,312,5 mg,2 g,66 g,3 g,55 g,12 g,382 mg,1 mg,9 mcg RAE,12 mg,1 mcg,43 mcg DFE
Banana Walnut Oatmeal,4 servings,"['2/3 cup milk (non-fat, dry)', '1 dash salt', '2 3/4 cups water', '2 cups oats (quick cooking)', '2 bananas (very ripe, mashed)', '2 tablespoons maple syrup', '2 tablespoons walnuts (chopped)']","['In a small saucepan, combine reconstituted non-fat dry milk, salt, and additional water. Heat over medium heat until steaming hot, but not boiling.', 'Add oats and cook, stirring until creamy, 1 to 2 minutes.', 'Remove the pan from heat and stir in mashed banana and maple syrup. Divide between 4 bowls, garnish with walnuts, and serve.']",Breakfast,292,2 mg,6 g,52 g,5 g,21 g,11 g,180 mg,2 mg,82 mcg RAE,6 mg,1 mcg,33 mcg DFE
Basic Quiche,6 servings,"['1 pie crust (baked, 9-inch)', '1 cup vegetables (chopped, broccoli, zucchini, or mushrooms)', '1/2 cup cheese (shredded)', '3 eggs (beaten)', '1 cup milk (non-fat)', '1/2 teaspoon salt', '1/2 teaspoon pepper', '1/2 teaspoon garlic powder']","['Preheat the oven to 375 °F.', 'Shred the cheese with a grater. Put it in a small bowl for now.', 'Chop the vegetables until you have 1 cup of chopped vegetables.', 'Cook the vegetables until they are cooked, but still crisp.', 'Put the cooked vegetables and shredded cheese into a pie shell.', 'Mix the eggs, milk, salt, pepper, and garlic powder in a bowl.', 'Pour the egg mix over the cheese and vegetables', 'Bake for 30-40 minutes, or until a knife inserted near the center comes out clean.', 'Let the quiche cool for 5 minutes before serving.']",Breakfast,133,104 mg,7 g,9 g,2 g,3 g,8 g,141 mg,1 mg,155 mcg RAE,1 mg,1 mcg,26 mcg DFE
Batido (Smoothie),4 Servings,"['2 cups papaya chunks (fresh or frozen)', '2 bananas (overripe, sliced)', '1 cup plain low-fat yogurt', '1 cup ice cubes']","['Put all the ingredients in the blender.', 'Put the lid on tightly. Turn the blender to a medium setting and blend until the ice is chopped and the mixture is smooth, about 1 minute.', 'Serve right away or cover and refrigerate up to 4 hours.']",Breakfast,118,4 mg,1 g,25 g,3 g,16 g,4 g,132 mg,0 mg,49 mcg RAE,49 mg,0 mcg,45 mcg DFE
Bell Pepper and Vidalia Onion Strata with Fresh Salsa,4 Servings,"['1 Vidalia onion (divided)', '1/2 red bell pepper (sliced vertically)', '1/2 green bell pepper (sliced vertically)', '1 tablespoon olive oil', '4 large eggs', '4 egg whites', '1/2 cup fat-free (skim) milk', '1/8 teaspoon ground black pepper', 'cooking spray', '4 slices whole-grain bread (4-6 slices, dry or toasted, cubed)', '1/2 cup reduced-fat Italian blend cheese', '10 cherry tomatoes (or 2 tomatoes)', '1 garlic clove']","['Pack rack in center of oven and preheat oven to 350 ºF.', 'Cut Vidalia onion into slices vertically; reserve about 1/4 of onion. Heat oil in a 10-inch non-stick skillet. Sauté onion and pepper slices for 5-8 minutes, until tender and just starting to brown. Remove from heat.', 'Beat eggs, egg whites, milk, and pepper in large bowl, set aside.', 'Spray 8- or 9-inch baking pan (square or round) with cooking spray.', 'Arrange bread cubes in bottom of pan. Sprinkle with shredded cheese.', 'Add sautéed vegetables and pour in egg mix.', 'Bake uncovered for 45 minutes, until set. Egg dishes should be cooked to 160 ºF.', 'While strata is baking, prepare salsa, by dicing and mixing cherry tomatoes, garlic, and remaining Vidalia onion.']",Breakfast,240,189 mg,9 g,21 g,4 g,8 g,19 g,246 mg,2 mg,142 mcg RAE,39 mg,1 mcg,61 mcg DFE
Black Bean Burrito,4 servings,"['1 1/3 cups black beans (cooked, mashed with 1 teaspoon canola oil, or use canned vegetarian refried beans)', '4 tortillas, corn', '2 tablespoons onion (chopped)', '1/2 cup tomatoes (chopped)', '1/2 cup salsa, low-sodium', '4 tablespoons yogurt, non-fat plain', '2 tablespoons cilantro (chopped)']","['Wash hands with soap and water.', 'Mix beans with onion and tomatoes.', 'Microwave tortillas between the two sheets of slightly damp white paper towels on high for 15 seconds.', 'Divide bean mixture between the tortillas.', 'Fold each tortilla to enclose filling.', 'Place on microwave-safe dish and spoon salsa over each burrito.', 'Microwave on high for 15 seconds.', 'Serve topped with yogurt and cilantro.']",Breakfast,146,0 mg,1 g,28 g,7 g,3 g,7 g,88 mg,2 mg,19 mcg RAE,7 mg,0 mcg,60 mcg DFE
Blue Cornmeal Pancakes,12 servings,"['3/4 cup blue cornmeal', '1/4 teaspoon salt', '1 cup water, boiling', '1/2 cup milk', '2 tablespoons margarine, melted', '1 egg (or 2 tablespoons egg mix + 1/4 cup water)', '3/4 cup flour', '2 teaspoons baking powder', 'Cooking spray', 'Light syrup or honey (optional)']","['In a large bowl, mix the cornmeal and salt. Stir in the boiling water until the ingredients are wet. Cover and let stand for 3 minutes.', 'In a separate bowl, mix the milk, melted margarine, and egg or egg mix and water mixture. Add to the cornmeal mixture.', 'Add flour and baking powder to the bowl and mix until combined.', 'Heat a large skillet over medium heat and spray with cooking spray.', 'Spoon ¼ cup of the batter on the skillet. When bubbles appear, flip, and cook the other side until golden brown. Serve with syrup, honey, yogurt, or fresh fruit if desired.']",Breakfast,85,,3 g,12 g,1 g,1 g,2 g,62 mg,1 mg,,0 mg,,
Blueberry Muffins,12 servings,"['1/2 cup vegetable oil', '1 cup sugar', '2 eggs', '1/2 cup milk, low-fat', '1 teaspoon vanilla', '2 cups flour', '2 teaspoons baking powder', '1/2 teaspoon salt', '2 cups blueberries (fresh or frozen)']","['Preheat the oven to 375 °F.', 'Grease the muffin pans.', 'In a large mixing bowl, stir the oil and sugar until creamy.', 'Add eggs, milk and vanilla. Mix until blended.', 'In a medium mixing bowl, stir together the flour, baking powder, and salt.', 'Add the flour mix to the oil and sugar in the large bowl. Stir together.', 'Stir the blueberries into the batter.', 'Fill each muffin cup 2/3 full with batter.', 'Bake for 25 to 30 minutes.']",Breakfast,252,32 mg,10 g,37 g,1 g,20 g,4 g,67 mg,1 mg,20 mcg RAE,2 mg,0 mcg,67 mcg DFE
Bran Flake Raisin Muffins,10 Muffins,"['1/2 cup flour, all-purpose', '3/4 cup flour, whole wheat', '1/4 teaspoon salt', '2 teaspoons baking soda', '1/2 cup sugar', '1 3/4 cups bran flake cereal with raisins', '1 egg', '1 cup buttermilk', '2 tablespoons vegetable oil']","['Wash hands with soap and water.', 'Preheat oven to 425 °F. Spray or grease the bottoms of a muffin tin.', 'Put flour in a large bowl. Add salt, baking soda, and sugar. Mix well.', 'Stir in the bran flake cereal. Mix well.', 'Make a well in the center of mixture and set aside.', 'In another bowl, beat the egg, buttermilk, and oil together.', 'Pour the egg mixture into the well of the cereal mixture and stir until all ingredients are moist. Do not over mix.', 'Fill the tins 2/3 full.', 'Bake for 15-20 minutes or until golden brown.', 'If not eaten right away, wrap the baked muffins in foil or a plastic bag and store in the freezer. Thaw for 15 seconds in the microwave or overnight in the refrigerator.']",Breakfast,167,19 mg,4 g,30 g,2 g,15 g,4 g,210 mg,4 mg,45 mcg RAE,0 mg,1 mcg,143 mcg DFE
Bran Muffins,30 servings,"['5 cups flour', '2 teaspoons salt', '2 teaspoons baking soda', '3 cups sugar', '8 cups raisin bran (about 15 oz)', '4 eggs (beaten)', '4 cups buttermilk', '1 cup oil', 'vegetable oil spray (or oil)']","['Measure flour into 1-gallon container.', 'Add salt, soda, sugar and raisin bran to the flour and mix well with spoon.', 'With a spoon make a ""well"" in the center of the dry ingredients.', 'In the medium size bowl, beat the eggs with a fork until whites and yolk are evenly blended.', 'Add milk and oil to eggs. Beat with fork.', 'Add liquid to dry ingredients. Stir until dry ingredients are moistened (mixture will be lumpy).', 'Lightly oil the bottoms of the paper cups in the muffin pan (or use muffin cups). Fill the muffin cups to 3/4 full.', 'Bake at 425 °F for 15-20 minutes.', 'Baked muffins can be frozen for future use.']",Breakfast,293,28 mg,9 g,49 g,2 g,27 g,5 g,311 mg,6 mg,66 mcg RAE,0 mg,1 mcg,245 mcg DFE
Breakfast Parfait,4 servings,"['2 cups pineapple, canned and chopped', '1 cup berries, frozen (thawed)', '1 cup yogurt, low-fat vanilla', '1 banana (peeled and sliced)', '1/3 cup raisins']","['Wash hands with soap and water.', 'In glasses or bowls, layer pineapple, berries, yogurt, banana, and raisins.']",Breakfast,209,3 mg,1 g,49 g,3 g,40 g,4 g,133 mg,1 mg,12 mcg RAE,16 mg,0 mcg,22 mcg DFE
Broccoli Omelet,4 Servings,"['3 cups broccoli florets', '1 large red bell pepper (cut into strips)', '16 button mushrooms (sliced)', 'cooking spray', '4 eggs', '8 egg whites (from 8 eggs)', '1/4 cup milk (fat-free)', '1/2 cup ricotta cheese', '2 tablespoons grated Parmesan cheese', '1/8 teaspoon salt', '1/8 teaspoon pepper']","['Cut vegetables as directed.', 'Whisk eggs and milk in a medium mixing bowl.', 'Spray 10-inch non-stick skillet with cooking spray; heat.', 'Add broccoli, peppers, and mushrooms; sauté about 3-5 minutes, then remove from pan.']",Breakfast,190,195 mg,7 g,12 g,3 g,6 g,22 g,150 mg,2 mg,190 mcg RAE,102 mg,1 mcg,87 mcg DFE
Broccoli-Cheddar Frittata,6 Servings,"['1 package (10-oz) frozen chopped broccoli', '1/4 cup water', '8 eggs', '1/4 cup nonfat or low-fat milk', '2 teaspoons prepared mustard', '1 teaspoon seasoned salt', '1/8 teaspoon pepper', '3/4 cup shredded reduced-fat cheddar cheese (3 ounces)', '1 tablespoon chopped green onion', '1 small carrot, diced', 'nonstick cooking spray']","['Combine broccoli, carrot (if desired), and water in 10-inch nonstick skillet.', 'Cook over medium heat until tender, stirring occasionally to break up broccoli, about 10 minutes; drain well.', 'Beat eggs, milk, mustard, salt, and pepper in large bowl until blended.', 'Add broccoli mixture, cheese, and green onion; mix well.', 'Coat same skillet with cooking spray; heat over medium heat until eggs are almost set, 8 to 10 minutes. Remove from heat.', 'Cover and let stand until eggs are completely set and no visible liquid egg remains, 8 to 10 minutes. Cut into wedges.']",Breakfast,160,257 mg,8 g,3 g,1 g,2 g,13 g,193 mg,1 mg,132 mcg RAE,18 mg,1 mcg,51 mcg DFE
Buttermilk Scones,9 Servings,"['1 cup whole-wheat flour', '3/4 cup all-purpose flour', '1/3 cup sugar', '1 teaspoon baking powder', '1/2 teaspoon baking soda', '1/4 teaspoon salt', '1 cup raisins', '4 tablespoons butter, melted (1/4 cup)', '2/3 cup buttermilk']","['Wash hands with soap and water.', 'Preheat oven to 400 °F.', 'Combine the flours, sugar, baking powder, baking soda and salt in a medium bowl. Mix well.', 'Add raisins and mix lightly.', 'In a small bowl, combine melted butter and buttermilk. Add liquid ingredients to flour mixture; mix gently.', 'Spoon dough into 9 equal mounds on a greased baking sheet. Bake until well browned, 18 to 20 minutes.', 'Serve hot or at room temperature. Best eaten the same day you bake them.']",Breakfast,217,16 mg,6 g,39 g,2 g,18 g,4 g,67 mg,1 mg,52 mcg RAE,0 mg,0 mcg,38 mcg DFE
Cherry Puff Pancake,4 Servings,"['3 eggs', '1/2 cup fat free (skim) milk (or 1% milk)', '1 teaspoon vanilla extract', '1/2 cup all-purpose flour', '1 tablespoon sugar', '1/8 teaspoon cinnamon', '2 tablespoons margarine (or butter)', '2 cups halved, pitted sweet cherries, fresh or frozen, thawed and drained', '¼ cup sliced almonds (optional)']","['Wash hands with soap and water.', 'Preheat oven to 450 °F.', 'In a medium bowl or blender, beat the eggs, milk, and vanilla together until well blended.', 'Mix the flour, sugar, and cinnamon together. Add to the liquid ingredients and mix until there are no lumps.', 'Put margarine or butter in a 10- or 11-inch oven proof skillet or a 2 1/2- to 3-quart baking dish. Place the skillet or dish in the hot oven until the margarine or butter is melted and bubbly. Remove from the oven. Quickly spread the cherries across the bottom of the hot skillet or dish.', 'Pour the batter over the cherries and sprinkle with almond slices, if using.', 'Return to the oven and bake for 15 to 20 minutes until the edges are browned and the puffs in the middle are golden. Cool slightly before cutting into 4 pieces. The center puffs will flatten during cooling.']",Breakfast,235,140 mg,10 g,29 g,2 g,15 g,8 g,72 mg,2 mg,138 mcg RAE,5 mg,1 mcg,68 mcg DFE
Cinnamon Sugared Pumpkin Pecan Muffins,12 Servings,"['8 tablespoons sugar (divided)', '2 teaspoons cinnamon (divided)', '1 cup bran flakes', '1 cup skim milk', '1 cup flour', '1 tablespoon baking powder', '1/2 teaspoon baking soda', '1 cup canned pumpkin', '1 egg', '1 tablespoon vanilla', '1/4 cup finely chopped pecans']","['Wash hands with soap and water.', 'Preheat oven to 400 °F. Spray 12 muffin cups with cooking spray.', 'Combine 2 tablespoons sugar and 1/2 teaspoon cinnamon in a small bowl; set aside.', 'In a large bowl, combine cereal and milk and set aside for 5 minutes.', 'Combine 6 tablespoons sugar, 1 1/2 teaspoons cinnamon, flour, baking powder, and baking soda in a bowl. Whisk pumpkin, egg, and vanilla into cereal.', 'Fold in dry mixture; being careful not to over mix. Spoon into prepared pan and sprinkle with pecans and sugar-cinnamon mixture.', 'Bake for 20 to 25 minutes or until a toothpick comes out clean.']",Breakfast,125,16 mg,2 g,23 g,2 g,11 g,3 g,109 mg,1 mg,177 mcg RAE,1 mg,0 mcg,38 mcg DFE
Cinnamon-Raisin Breakfast Mix,10 Servings,"['1/4 cup sugar', '1 teaspoon ground cinnamon', '1/4 cup margarine, tub-style', '1 1/2 cups square, whole-grain corn cereal', '1 1/2 cups square, whole-grain rice cereal', '1 1/2 cups square, whole-grain wheat cereal', '1/2 cup raisins or dried cranberries']","['In small bowl, mix sugar and cinnamon; set aside. ', 'In large microwavable bowl, microwave butter uncovered on HIGH about 40 seconds, or until melted.', 'Stir in cereals until evenly coated. Microwave uncovered 2 minutes, stirring after 1 minute. ', 'Sprinkle half of the sugar mixture evenly over cereals; stir. Sprinkle with remaining sugar mixture; stir.', 'Microwave uncovered 1 minute.', 'Stir in raisins or dried cranberries. Spread on paper towels to cool.']",Breakfast,165,0 mg,4 g,25 g,2 g,11 g,2 g,55 milliliter,5 mg,117 mcg RAE,3 mg,0 mcg,212 mcg DFE
Coffee Cooler,1 Serving,"['1/2 cup milk (1%)', '1/2 cup low-fat vanilla frozen yogurt', '1/2 cup of coffee (1/2 cup or 4 fluid ounces - cooled to room temperature)', '3 ice cubes', '1 1/2 teaspoons sugar']","['Wash hands with soap and water.', 'In a blender, combine all ingredients; purée until smooth.', 'Pour into a chilled glass and sprinkle with cinnamon, cocoa, or nutmeg if you like.']",Breakfast,181,11 mg,3 g,31 g,0 g,31 g,9 g,313 mg,0 mg,83 mcg RAE,1 mg,1 mcg,17 mcg DFE
Corn Casserole,6 Servings,"['1/2 cup onion, chopped', '1 1/2 teaspoons vegetable oil', '1 can low-sodium cream style corn (about 15 ounces)', '3/4 cup yellow cornmeal', '1/2 cup 1% low-fat milk', '4 tablespoons dried egg mix (or 2 eggs)', '1/4 cup all-purpose flour', '1/2 teaspoon baking powder', 'Nonstick cooking spray']","['Preheat oven to 350 °F.', 'In a saucepan, cook onions over medium heat in vegetable oil until tender (about 4 to 5 minutes).', 'Open canned corn and drain liquid into a measuring cup. If needed, add water to make 1 cup of liquid.', 'Add liquid and cornmeal to the cooked onions in the saucepan. Stir until the mixture boils.', 'Remove saucepan from heat. Mix in milk, corn, and dried egg mix.', 'In a mixing bowl, mix flour and baking powder. Add cornmeal mixture. Mix well.', 'Spray a 9-inch baking pan with nonstick cooking spray. Pour mixture into baking pan. Bake for 25 to 30 minutes. Cut into 6 servings.']",Breakfast,214,106 mg,6 g,36 g,2 g,5 g,7 g,65 mg,1 g,23 mcg RAE,,17 mcg,61 mcg DFE
Cornmeal Pancakes,20 servings,"['2 cups cornmeal', '1 teaspoon baking powder', '1/2 teaspoon baking soda', '1 teaspoon salt', '1 teaspoon sugar', '2 tablespoons butter (or margarine)', '1 cup evaporated milk', '1 tablespoon vinegar', '1 egg']","['Wash hands with soap and water.', 'Measure, place in a bowl and mix cornmeal, baking powder, salt, and sugar.', 'Measure fat (butter or margarine), and add to cornmeal mixture. Bring water to a boil. Measure 1 3/4 cups boiling water, and add to cornmeal mixture. Beat until well mixed.', 'Measure evaporated milk, and pour into a small bowl. Measure vinegar, and stir into evaporated milk. Stir milk and vinegar mixture into cornmeal mixture. Beat to mix well. Beat in egg. Makes batter for 20 medium-sized pancakes.', 'Heat griddle or fry pan. (If electric fry pan is used, preheat it to 380 °F.) Pan is ""hot"" when a drop of water ""dances."" Grease pan lightly.', 'Pour batter onto griddle or fry pan. Use about 3 tablespoons batter for each pancake. A 1/4 cup measure is handy to use for pouring. Stir the batter up from the bottom now and then to keep it well mixed. Cook until top is covered with bubbles and the bottom is brown. Loosen edges of each pancake all around. Turn pancakes over and brown other side.']",Breakfast,76,16 mg,3 g,11 g,1 g,2 g,2 g,49 mg,1 mg,23 mcg RAE,0 mg,0 mcg,5 mcg DFE
Cranberry Pumpkin Muffins,12 servings,"['2 cups flour', '3/4 cup sugar', '3 teaspoons baking powder', '1/2 teaspoon salt', '1/2 teaspoon cinnamon', '3/4 teaspoon allspice', '1/3 cup vegetable oil', '2 eggs (large)', '3/4 cup pumpkin (canned)', '2 cups cranberries (fresh or frozen chopped)']","['Wash hands with soap and water.', 'Preheat oven to 400 °F.', 'Sift together dry ingredients (flour through allspice) and set aside.', 'Beat oil, eggs, and pumpkin together until well blended.', 'Add the wet ingredients (pumpkin mixture) to the dry ingredients all at once. Stir until moistened.', 'Fold in chopped cranberries.', 'Spoon into paper lined muffin cups.']",Breakfast,203,31 mg,7 g,32 g,2 g,14 g,3 g,83 mg,2 mg,133 mcg RAE,3 mg,0 mcg,66 mcg DFE
Crunchy Berry Parfait,1 Parfait,"['1/2 cup yogurt, non-fat vanilla', '1 cup blueberries or strawberries (fresh or frozen thawed)', '1/2 cup low-fat granola (or crunchy cereal)']","['Wash hands with soap and water.', 'Spoon yogurt into glass.', 'Top with fruit and granola.']",Breakfast,396,2 mg,4 g,86 g,7 g,50 g,11 g,217 mg,3 mg,260 mcg RAE,17 mg,2 mcg,776 mcg DFE
Eggs over Kale and Sweet Potato Grits,4 Servings,"['1 large sweet potato (orange flesh)', '2 cups fresh kale (chopped)', '1 tablespoon vegetable oil (divided)', '1 1/2 cups water', '1 cup non-fat milk', '3/4 cup grits (quick cooking)', '1/4 teaspoon salt', '4 eggs']","['Preheat oven to 350 °F.', 'Coat 4 individual soufflé dishes with 1 tsp vegetable oil.', 'Make 3 to 4 slits in sweet potatoes; cook in microwave until just soft.', 'When sweet potatoes are cool enough to handle, peel, cut into chunks, and puree in food processor.', 'Heat remaining vegetable oil in sauce pan, and sauté kale about 5 minutes.', 'In a medium sauce pan, boil water and milk, add grits and sweet potatoes; cook for 5 minutes. Remove from heat; stir in sautéed kale.', 'Divide grits mixture evenly among 4 soufflé dishes (or place all in casserole dish).', 'Make 4 depressions in the grits mixture with the back of a large spoon. Carefully break one egg into each hollow.', 'Bake uncovered for 30 minutes until eggs are cooked. Let cool 10 minutes before serving.']",Breakfast,280,185 mg,9 g,38 g,4 g,7 g,12 g,150 mg,3 mg,695 mcg RAE,24 mg,1 mcg,104 mcg DFE
Fabulous Fruit Muffins,9 servings,"['1 1/4 cups flour', '1/4 cup sugar', '1 teaspoon baking powder', '1/2 teaspoon baking soda', '3/4 cup buttermilk, low-fat', '2 tablespoons margarine (melted)', '1 egg (slightly beaten)', '1/2 teaspoon vanilla extract', '1 cup frozen strawberries (coarsely chopped, or other fruit, fresh or frozen)']","['Wash your hands and work area.', 'Heat oven to 400 °F. Spray muffin tin with non-stick cooking spray.', 'In a large bowl, combine the flour, sugar, baking powder, and baking soda. Stir well until all ingredients are blended.', 'In another bowl, combine buttermilk, margarine, egg, and vanilla. Pour this mixture into the dry ingredients (made in step #3).', 'Using a large spoon, gently stir ingredients just until moist (do not over-mix). Add fruit and stir gently (do not over-mix).', 'Spoon batter evenly into 9 muffin cups.', 'Bake 20 to 25 minutes or until golden brown.', 'Serve hot or cold. Muffins may be frozen for later use.']",Breakfast,133,21 mg,3 g,22 g,1 g,8 g,3 g,64 mg,1 mg,38 mcg RAE,10 mg,0 mcg,58 mcg DFE
Fantastic French Toast,6 servings,"['2 large eggs', '1/2 cup non-fat milk', '1/2 teaspoon vanilla extract', '6 slices whole wheat bread', 'syrup or other toppings (optional)']","['Preheat the griddle over medium heat, or set an electric frying pan at 375 °F.', 'Put eggs, milk, and vanilla in a pie pan or shallow bowl and beat with a fork until well mixed.', 'Grease the griddle or pan with a thin layer of oil or use nonstick spray.', 'Dip both sides of bread, one slice at a time, in the egg mixture and cook on the hot griddle or frying pan.', 'Cook on one side until golden brown. Turn the bread over to cook the other side. It will take about 4 minutes on each side.', 'Optional: serve with syrup, applesauce, fruit slices, or jam.']",Breakfast,102,62 mg,3 g,13 g,2 g,2 g,6 g,79,1,39 mcg RAE,0 mg,1 mcg,21 mcg DFE
Fruit and Yogurt Breakfast Shake,2 servings,"['1 banana (medium, very ripe, peeled)', '3/4 cup pineapple juice', '1/2 cup yogurt, low-fat vanilla', '1/2 cup strawberries (remove stems and rinse)']","['Blend banana with pineapple juice, yogurt and strawberries in a blender.', 'Blend until smooth.', 'Divide shake between 2 glasses and serve immediately.']",Breakfast,168,3 mg,1 g,37 g,3 g,27 g,4 g,127 mg,1 mg,10 mcg RAE,71 mg,0 mcg,45 mcg DFE
Fruit Pizza To Go,1 Serving,"['1 English muffin (whole wheat)', '2 tablespoons whipped fat-free strawberry cream cheese', '2 strawberries, sliced', '2 grapes, sliced', '2 slices mandarin oranges']","['Toast the English muffin until golden brown. Spread cream cheese on toasted muffin.', 'Arrange sliced strawberries, grapes, and orange slices on top of the cream cheese.']",Breakfast,157,2 mg,2 g,29 g,5 g,9 g,9 g,230 mg,2 mg,9 mcg RAE,18 mg,0 mcg,42 mcg DFE
Fruit Smoothie,2 servings,"['1 banana (large)', '1 cup fresh peaches or strawberries', '1 8-ounce container vanilla yogurt, low-fat', '1/2 cup fruit juice']","['Put all ingredients in a blender.', 'Blend on high until smooth.', 'Pour into 2 glasses. Serve right away.']",Breakfast,218,6 mg,2 g,46 g,3 g,37 g,7 g,207 mg,1 mg,29 mcg RAE,19 mg,1 mcg,29 mcg DFE
Fruit Smoothie II,4 Servings,"['3 cups strawberries, frozen (or other frozen fruit)', '2 cups milk, low-fat', '1 banana, large', '1 cup yogurt (plain or vanilla)']","['Defrost the frozen fruit just enough so that it will blend easily.', 'Pour the milk into the blender.', 'Add the pieces of frozen fruit to the milk in the blender.', 'Add the banana and yogurt.', 'Blend until smooth, about 30 to 45 seconds.']",Breakfast,178,10 mg,2 g,33 g,4 g,22 g,8 g,293 mg,1 mg,84 mcg RAE,72 mg,1 mcg,48 mcg DFE
Fruit Snake,2 Servings,"['2 bananas (medium)', '4 raisins']","['Wash hands; get out ingredients and utensils.', 'Peel banana and use butter knife to cut banana in half lengthwise.', 'Place 2 banana halves on small plate end to end, in an ""s"" shape.', 'Add raisins to the top of banana as eyes.', 'Enjoy your Fruit Snake.']",Breakfast,108,0 mg,0 g,28 g,3 g,15 g,1 g,6 mg,0 mg,4 mcg RAE,10 mg,0 mcg,24 mcg DFE
Fruit Yogurt Parfait,1 serving,"['1/2 cup yogurt, fruit-flavored (low-fat)', '1/2 banana (medium)', '1/2 cup grape', '1/4 cup dry crunchy cereal (Grape Nuts or granola cereals are good)']","['Peel and slice the banana.', 'Spoon the grapes into a tall plastic cup.', 'Put 3 spoonsful of yogurt on top of the grapes.', 'Spoon sliced bananas on top of the yogurt.', 'Add the rest of the yogurt.', 'Sprinkle the cereal on top.']",Breakfast,379,5 mg,9 g,67 g,5 g,48 g,11 g,220 mg,2 mg,17 mcg RAE,9 mg,1 mcg,49 mcg DFE
