datetime,sensor_id,sensor_status,activity
2023-08-19_14:01:32.083527,P001,466,
2023-08-19_14:01:38.081972,P001,436,
2023-08-19_14:01:40.083964,M006,ON,
2023-08-19_14:01:44.050992,M006,OFF,
2023-08-19_14:01:52.086599,P001,447,
2023-08-19_14:01:52.094421,P001,463,
2023-08-19_14:01:58.086172,P001,446,
2023-08-19_14:02:09.079653,M006,ON,
2023-08-19_14:02:12.008946,M006,OFF,
2023-08-19_14:02:15.074579,M006,ON,
2023-08-19_14:02:16.098748,P001,460,
2023-08-19_14:02:17.067808,M006,OFF,
2023-08-19_14:02:18.073053,M006,ON,
2023-08-19_14:02:21.096161,M006,OFF,
2023-08-19_14:02:24.047866,M006,ON,
2023-08-19_14:02:26.044831,M006,OFF,
2023-08-19_14:02:28.091907,P001,444,
2023-08-19_14:02:31.085491,M006,ON,
2023-08-19_14:02:33.093625,M006,OFF,
2023-08-19_14:02:57.091384,M006,ON,
2023-08-19_14:02:58.093883,P001,459,
2023-08-19_14:03:01.045585,M006,OFF,
2023-08-19_14:03:01.076936,M006,ON,
2023-08-19_14:03:04.006315,M006,OFF,
2023-08-19_14:03:08.013585,M006,ON,
2023-08-19_14:03:09.013754,M006,OFF,
2023-08-19_14:03:14.030607,M006,ON,
2023-08-19_14:03:15.080449,M006,OFF,
2023-08-19_14:03:20.012646,M006,ON,
2023-08-19_14:03:21.011347,M006,OFF,
2023-08-19_14:03:21.042486,M006,ON,
2023-08-19_14:03:23.032612,M006,OFF,
2023-08-19_14:03:23.065445,M006,ON,
2023-08-19_14:03:25.078447,M006,OFF,
2023-08-19_14:03:37.017829,M006,ON,
2023-08-19_14:03:41.015335,M006,OFF,
2023-08-19_14:03:45.003471,T003,28,
2023-08-19_14:03:48.002385,M006,ON,
2023-08-19_14:03:50.027776,M006,OFF,
2023-08-19_14:04:01.040644,T003,27.5,
2023-08-19_14:04:16.063393,T002,27,
2023-08-19_14:04:17.033821,T003,28,
2023-08-19_14:04:32.062586,T002,26.5,
2023-08-19_14:04:33.034954,T003,27.5,
2023-08-19_14:04:48.005028,T002,27,
2023-08-19_14:04:49.039092,T003,28,
2023-08-19_14:04:51.006929,P001,445,
2023-08-19_14:04:51.065837,M006,ON,
2023-08-19_14:04:53.046526,M006,OFF,
2023-08-19_14:05:04.053914,T002,26.5,
2023-08-19_14:05:04.084775,M006,ON,
2023-08-19_14:05:05.000924,P001,460,
2023-08-19_14:05:05.035899,T003,27.5,
2023-08-19_14:05:06.070265,M006,OFF,
2023-08-19_14:05:07.088789,M006,ON,
2023-08-19_14:05:09.086428,M006,OFF,
2023-08-19_14:05:11.008891,P001,449,
2023-08-19_14:05:11.072872,M006,ON,
2023-08-19_14:05:13.090587,M006,OFF,
2023-08-19_14:05:16.000805,M006,ON,
2023-08-19_14:05:17.010188,P001,466,
2023-08-19_14:05:18.063887,M006,OFF,
2023-08-19_14:05:20.061376,T002,27,
2023-08-19_14:05:21.036285,T003,28,
2023-08-19_14:05:23.025038,M006,ON,
2023-08-19_14:05:25.005596,M006,OFF,
2023-08-19_14:05:39.077573,M006,ON,
2023-08-19_14:05:41.088489,M006,OFF,
2023-08-19_14:05:44.033473,M006,ON,
2023-08-19_14:05:45.040345,M006,OFF,
2023-08-19_14:05:46.048798,M006,ON,
2023-08-19_14:05:47.011891,P001,448,
2023-08-19_14:05:48.005005,M006,OFF,
2023-08-19_14:05:53.011938,P001,430,
2023-08-19_14:05:53.046487,T003,27.5,
2023-08-19_14:05:54.041029,M006,ON,
2023-08-19_14:05:58.023858,M006,OFF,
2023-08-19_14:05:59.012923,P001,446,
2023-08-19_14:06:03.048257,M006,ON,
2023-08-19_14:06:05.003904,M006,OFF,
2023-08-19_14:06:05.016148,P001,433,
2023-08-19_14:06:06.066863,M006,ON,
2023-08-19_14:06:08.089486,M006,OFF,
2023-08-19_14:06:09.028899,T003,28,
2023-08-19_14:06:10.082052,M006,ON,
2023-08-19_14:06:11.016062,P001,448,
2023-08-19_14:06:12.069536,M006,OFF,
2023-08-19_14:06:17.015107,P001,461,
2023-08-19_14:06:26.002817,M010,ON,
2023-08-19_14:06:26.056343,M007,ON,
2023-08-19_14:06:28.000825,M007,OFF,
2023-08-19_14:06:28.032022,M010,OFF,
2023-08-19_14:06:29.017539,P001,448,
2023-08-19_14:06:41.016936,P001,460,
2023-08-19_14:06:47.017897,P001,448,
2023-08-19_14:06:53.017812,P001,433,
2023-08-19_14:06:57.038309,T003,27.5,
2023-08-19_14:07:13.019289,P001,455,
2023-08-19_14:07:19.020018,P001,442,
2023-08-19_14:07:29.027337,T003,28,
2023-08-19_14:07:39.002139,P001,463,
2023-08-19_14:08:03.023964,P001,444,
2023-08-19_14:08:21.025948,P001,464,
2023-08-19_14:08:27.026003,P001,442,
2023-08-19_14:09:18.036375,T003,27.5,
2023-08-19_14:09:19.028115,P001,431,
2023-08-19_14:09:25.029924,P001,442,
2023-08-19_14:09:31.029945,P001,460,
2023-08-19_14:09:34.027342,T003,28,
2023-08-19_14:09:50.034711,T003,27.5,
2023-08-19_14:10:06.035488,T003,28,
2023-08-19_14:10:22.003996,T003,27.5,
2023-08-19_14:10:38.039281,T003,28,
2023-08-19_14:10:51.036836,P001,450,
2023-08-19_14:12:33.043218,P001,435,
2023-08-19_14:12:39.044847,P001,344,
2023-08-19_14:12:45.045846,P001,355,
2023-08-19_14:14:09.048907,P001,365,
2023-08-19_14:14:19.085344,T005,27.5,
2023-08-19_14:14:29.050229,P001,346,
2023-08-19_14:14:35.051993,P001,357,
2023-08-19_14:14:35.087397,T005,27,
2023-08-19_14:14:41.052969,P001,323,
2023-08-19_14:14:47.053822,P001,346,
2023-08-19_14:14:53.053817,P001,334,
2023-08-19_14:15:05.053912,P001,347,
2023-08-19_14:15:11.054958,P001,329,
2023-08-19_14:15:17.055892,P001,366,
2023-08-19_14:15:23.057009,P001,348,
2023-08-19_14:15:39.085057,T005,27.5,
2023-08-19_14:15:41.059805,P001,324,
2023-08-19_14:15:53.059793,P001,348,
2023-08-19_14:15:54.056877,T002,26.5,
2023-08-19_14:16:05.060965,P001,359,
2023-08-19_14:16:38.063123,P001,328,
2023-08-19_14:16:55.065606,P001,339,
2023-08-19_14:16:55.073514,P001,368,
2023-08-19_14:17:37.068999,P001,357,
2023-08-19_14:17:49.070049,P001,338,
2023-08-19_14:17:55.069918,P001,362,
2023-08-19_14:18:16.060262,T001,27,
2023-08-19_14:18:21.071197,P001,351,
2023-08-19_14:18:32.053878,T001,27.5,
2023-08-19_14:18:59.007492,P001,361,
2023-08-19_14:19:08.075017,P001,336,
2023-08-19_14:19:11.074855,P001,348,
2023-08-19_14:19:31.076246,P001,361,
2023-08-19_14:20:15.007996,P001,803,
2023-08-19_14:20:21.079868,P001,475,
2023-08-19_14:20:35.080433,P001,441,
2023-08-19_14:20:41.081885,P001,453,
2023-08-19_14:20:47.040839,M006,ON,
2023-08-19_14:20:49.024771,M006,OFF,
2023-08-19_14:20:53.008285,P001,436,
2023-08-19_14:21:05.082867,P001,452,
2023-08-19_14:21:28.068051,T001,27,
2023-08-19_14:21:31.085237,P001,465,
2023-08-19_14:21:43.085892,P001,452,
2023-08-19_14:21:44.000628,T001,27.5,
2023-08-19_14:21:49.086865,P001,440,
2023-08-19_14:22:16.062013,T001,27,
2023-08-19_14:22:21.088812,P001,454,
2023-08-19_14:22:41.089247,P001,429,
2023-08-19_14:22:53.091974,P001,439,
2023-08-19_14:23:05.091912,P001,427,
2023-08-19_14:23:17.092887,P001,441,
2023-08-19_14:23:55.095909,P001,455,
2023-08-19_14:24:01.009598,P001,437,
2023-08-19_14:24:15.097207,P001,450,
2023-08-19_14:24:27.098922,P001,435,
2023-08-19_14:24:33.099868,P001,459,
2023-08-19_14:24:52.001814,P001,442,
2023-08-19_14:25:04.002905,P001,452,
2023-08-19_14:25:48.000492,P001,769,
2023-08-19_14:26:00.007019,P001,757,
2023-08-19_14:26:06.006935,P001,733,
2023-08-19_14:26:12.007083,P001,743,
2023-08-19_14:26:26.008265,P001,767,
2023-08-19_14:26:29.059109,T001,27.5,
2023-08-19_14:26:32.009984,P001,750,
2023-08-19_14:26:44.001094,P001,731,
2023-08-19_14:26:45.057832,T001,27,
2023-08-19_14:27:05.065502,M006,ON,
2023-08-19_14:27:08.017554,M006,OFF,
2023-08-19_14:27:14.013023,P001,750,
2023-08-19_14:27:20.012871,P001,740,
2023-08-19_14:27:26.014053,P001,751,
2023-08-19_14:27:52.001534,P001,741,
2023-08-19_14:27:58.017053,P001,755,
2023-08-19_14:28:01.052347,T004,29.5,
2023-08-19_14:28:04.017858,P001,737,
2023-08-19_14:28:22.019828,P001,749,
2023-08-19_14:28:28.019919,P001,731,
2023-08-19_14:28:34.020796,P001,754,
2023-08-19_14:28:40.021007,P001,741,
2023-08-19_14:28:46.021966,P001,751,
2023-08-19_14:29:04.022861,P001,736,
2023-08-19_14:29:16.023932,P001,756,
2023-08-19_14:29:22.024847,P001,733,
2023-08-19_14:30:00.028711,P001,1003.1,
2023-08-19_14:30:00.036523,P001,736,
2023-08-19_14:30:06.028973,P001,763,
2023-08-19_14:30:12.028888,P001,733,
2023-08-19_14:30:18.028911,P001,743,
2023-08-19_14:30:30.029883,P001,719,
2023-08-19_14:30:36.030948,P001,742,
2023-08-19_14:30:42.030842,P001,732,
2023-08-19_14:30:56.032357,P001,759,
2023-08-19_14:31:02.033852,P001,731,
2023-08-19_14:31:06.091478,M007,ON,
2023-08-19_14:31:08.069168,M007,OFF,
2023-08-19_14:31:14.035046,P001,744,
2023-08-19_14:31:20.035864,P001,755,
2023-08-19_14:31:26.036011,P001,741,
2023-08-19_14:31:56.038042,P001,728,
2023-08-19_14:32:02.038837,P001,739,
2023-08-19_14:32:08.038961,P001,729,
2023-08-19_14:32:14.039944,P001,749,
2023-08-19_14:32:20.039907,P001,760,
2023-08-19_14:32:40.041237,P001,733,
2023-08-19_14:32:46.043129,P001,753,
2023-08-19_14:32:52.043963,P001,722,
2023-08-19_14:32:58.043837,P001,749,
2023-08-19_14:33:48.047155,P001,732,
2023-08-19_14:33:54.047982,P001,750,
2023-08-19_14:34:06.032373,T004,29,
2023-08-19_14:34:22.038354,T004,29.5,
2023-08-19_14:34:38.050865,P001,730,
2023-08-19_14:34:44.050903,P001,761,
2023-08-19_14:35:04.051842,P001,744,
2023-08-19_14:35:10.052868,P001,728,
2023-08-19_14:35:16.053004,P001,740,
2023-08-19_14:35:20.039438,M006,ON,
2023-08-19_14:35:21.005549,M007,ON,
2023-08-19_14:35:22.099587,M008,ON,
2023-08-19_14:35:24.020851,M001,ON,
2023-08-19_14:35:24.052547,M023,ON,
2023-08-19_14:35:25.038245,M006,OFF,
2023-08-19_14:35:25.067293,M022,ON,
2023-08-19_14:35:26.084022,M021,ON,
2023-08-19_14:35:27.009738,M008,OFF,
2023-08-19_14:35:28.025676,M001,OFF,
2023-08-19_14:35:28.045133,M023,OFF,
2023-08-19_14:35:28.060117,M007,OFF,
2023-08-19_14:35:28.079291,M024,ON,
2023-08-19_14:35:29.011106,M022,OFF,
2023-08-19_14:35:29.030514,M025,ON,
2023-08-19_14:35:29.080119,M026,ON,
2023-08-19_14:35:30.055865,M021,OFF,
2023-08-19_14:35:31.019916,M024,OFF,
2023-08-19_14:35:32.030973,M025,OFF,
2023-08-19_14:35:35.062653,M027,ON,
2023-08-19_14:35:35.009413,M026,OFF,
2023-08-19_14:35:36.005591,P001,344,
2023-08-19_14:35:37.099324,M028,ON,
2023-08-19_14:35:38.087718,M029,ON,
2023-08-19_14:35:40.046941,M037,ON,
2023-08-19_14:35:41.032391,M027,OFF,
2023-08-19_14:35:41.065469,M028,OFF,
2023-08-19_14:35:41.095556,M038,ON,
2023-08-19_14:35:42.057738,P001,374,
2023-08-19_14:35:42.087244,M029,OFF,
2023-08-19_14:35:44.019006,M038,OFF,
2023-08-19_14:35:44.039814,D005,CLOSE,
2023-08-19_14:35:45.074945,M038,ON,
2023-08-19_14:35:47.021609,M039,ON,
2023-08-19_14:35:48.055833,P001,619,
2023-08-19_14:35:48.008058,M040,ON,
2023-08-19_14:35:49.043279,M037,OFF,
2023-08-19_14:35:49.073187,M041,ON,
2023-08-19_14:35:50.071033,M038,OFF,
2023-08-19_14:35:52.028507,M039,OFF,
2023-08-19_14:35:56.003888,M040,OFF,
2023-08-19_14:35:58.016837,M040,ON,
2023-08-19_14:35:59.005822,M041,OFF,
2023-08-19_14:36:01.071829,M040,OFF,
2023-08-19_14:36:02.051499,M040,ON,
2023-08-19_14:36:02.061076,P001,605,
2023-08-19_14:36:02.085781,M041,ON,
2023-08-19_14:36:04.055478,M041,OFF,
2023-08-19_14:36:05.091714,M040,OFF,
2023-08-19_14:36:40.057895,P001,626,
2023-08-19_14:36:49.058937,P001,614,
2023-08-19_14:36:58.059907,P001,626,
2023-08-19_14:37:50.063201,P001,615,
2023-08-19_14:38:14.006592,P001,629,
2023-08-19_14:38:58.068066,P001,618,
2023-08-19_14:39:12.006818,P001,629,
2023-08-19_14:39:24.069909,P001,602,
2023-08-19_14:39:33.002528,M041,ON,
2023-08-19_14:39:37.000925,M041,OFF,
2023-08-19_14:39:44.070908,P001,620,
2023-08-19_14:40:10.071975,P001,607,
2023-08-19_14:40:16.071946,P001,625,
2023-08-19_14:40:28.000719,P001,601,
2023-08-19_14:40:34.007296,P001,630,
2023-08-19_14:40:48.074352,P001,593,
2023-08-19_14:41:06.076976,P001,628,
2023-08-19_14:41:11.071516,M041,ON,
2023-08-19_14:41:12.077898,P001,616,
2023-08-19_14:41:14.067521,M041,OFF,
2023-08-19_14:41:18.077851,P001,603,
2023-08-19_14:41:24.077919,P001,627,
2023-08-19_14:41:29.074605,M040,ON,
2023-08-19_14:41:30.077886,P001,594,
2023-08-19_14:41:31.088421,M040,OFF,
2023-08-19_14:41:35.040936,M040,ON,
2023-08-19_14:41:38.038984,M040,OFF,
2023-08-19_14:41:43.010364,M040,ON,
2023-08-19_14:41:44.007939,P001,618,
2023-08-19_14:41:44.090708,M040,OFF,
2023-08-19_14:41:49.032081,M040,ON,
2023-08-19_14:41:50.046914,M040,OFF,
2023-08-19_14:41:50.081215,P001,628,
2023-08-19_14:41:53.003437,M040,ON,
2023-08-19_14:41:53.087937,M041,ON,
2023-08-19_14:41:56.004099,M040,OFF,
2023-08-19_14:41:56.081049,P001,602,
2023-08-19_14:41:58.036188,M041,OFF,
2023-08-19_14:42:01.021244,M041,ON,
2023-08-19_14:42:02.080951,P001,629,
2023-08-19_14:42:08.003542,M040,ON,
2023-08-19_14:42:08.081861,P001,616,
2023-08-19_14:42:09.052161,M040,OFF,
2023-08-19_14:42:11.001158,M040,ON,
2023-08-19_14:42:14.017531,M039,ON,
2023-08-19_14:42:15.029491,M038,ON,
2023-08-19_14:42:16.096592,M041,OFF,
2023-08-19_14:42:17.026265,M039,OFF,
2023-08-19_14:42:17.088227,M040,OFF,
2023-08-19_14:42:19.092471,M038,OFF,
2023-08-19_14:42:22.083651,P001,586,
2023-08-19_14:42:22.091781,P001,565,
2023-08-19_14:42:23.078074,M038,ON,
2023-08-19_14:42:25.035445,M038,OFF,
2023-08-19_14:42:25.077851,M038,ON,
2023-08-19_14:42:28.016657,M038,OFF,
2023-08-19_14:42:29.064797,M038,ON,
2023-08-19_14:42:30.017365,M037,ON,
2023-08-19_14:42:30.090261,D005,OPEN,
2023-08-19_14:42:33.014258,M029,ON,
2023-08-19_14:42:34.027506,M028,ON,
2023-08-19_14:42:34.085478,M038,OFF,
2023-08-19_14:42:34.089621,P001,409,
2023-08-19_14:42:35.091912,M027,ON,
2023-08-19_14:42:37.008868,M037,OFF,
2023-08-19_14:42:38.010838,M029,OFF,
2023-08-19_14:42:39.016733,M028,OFF,
2023-08-19_14:42:39.070745,M027,OFF,
2023-08-19_14:42:40.021227,M026,ON,
2023-08-19_14:42:43.055617,M025,ON,
2023-08-19_14:42:44.068012,M024,ON,
2023-08-19_14:42:45.090548,M021,ON,
2023-08-19_14:42:46.044771,M026,OFF,
2023-08-19_14:42:47.031912,M022,ON,
2023-08-19_14:42:47.060648,M025,OFF,
2023-08-19_14:42:49.001198,M023,ON,
2023-08-19_14:42:49.019746,M024,OFF,
2023-08-19_14:42:49.046463,M001,ON,
2023-08-19_14:42:50.031412,M007,ON,
2023-08-19_14:42:50.000495,M021,OFF,
2023-08-19_14:42:50.081371,M008,ON,
2023-08-19_14:42:50.097816,M022,OFF,
2023-08-19_14:42:53.000067,M023,OFF,
2023-08-19_14:42:53.032164,M001,OFF,
2023-08-19_14:42:53.048893,M006,ON,
2023-08-19_14:42:54.032273,M006,OFF,
2023-08-19_14:42:54.061006,M008,OFF,
2023-08-19_14:42:54.092435,M006,ON,
2023-08-19_14:42:56.037718,M007,OFF,
2023-08-19_14:42:57.072952,M006,OFF,
2023-08-19_14:43:18.008693,P001,392,
2023-08-19_14:44:14.008474,M007,ON,
2023-08-19_14:44:14.041075,M006,ON,
2023-08-19_14:44:14.073238,M010,ON,
2023-08-19_14:44:15.001281,M009,ON,
2023-08-19_14:44:15.079016,M009,OFF,
2023-08-19_14:44:16.031097,M007,OFF,
2023-08-19_14:44:16.071157,M010,OFF,
2023-08-19_14:44:19.025138,M006,OFF,
2023-08-19_14:44:54.092253,P001,404,
2023-08-19_14:45:00.093862,P001,380,
2023-08-19_14:45:13.086377,T005,28,
2023-08-19_14:45:24.095952,P001,393,
2023-08-19_14:45:28.056057,T002,26,
2023-08-19_14:45:29.081299,T005,27.5,
2023-08-19_14:45:30.095894,P001,374,
2023-08-19_14:45:36.096928,P001,399,
2023-08-19_14:45:44.006131,T002,26.5,
2023-08-19_14:45:45.087108,T005,28,
2023-08-19_14:46:00.009895,P001,379,
2023-08-19_14:46:01.079603,T005,27.5,
2023-08-19_14:46:21.000217,P001,403,
2023-08-19_14:46:49.003829,T003,28.5,
2023-08-19_14:46:49.094818,T005,28,
2023-08-19_14:47:05.003433,T003,28,
2023-08-19_14:47:21.032006,T003,28.5,
2023-08-19_14:47:25.004291,P001,384,
2023-08-19_14:47:37.000505,P001,409,
2023-08-19_14:47:37.083167,T005,27.5,
2023-08-19_14:47:53.085296,T005,28,
2023-08-19_14:48:09.007373,P001,362,
2023-08-19_14:48:21.008848,P001,373,
2023-08-19_14:48:35.009239,P001,410,
2023-08-19_14:48:47.007556,D001,OPEN,
2023-08-19_14:48:50.000933,M024,ON,
2023-08-19_14:48:51.005644,M006,ON,
2023-08-19_14:48:51.058217,M025,ON,
2023-08-19_14:48:53.093959,D001,CLOSE,
2023-08-19_14:48:54.013923,M006,OFF,
2023-08-19_14:48:57.002455,M025,OFF,
2023-08-19_14:49:01.048824,M025,ON,
2023-08-19_14:49:03.018126,M024,OFF,
2023-08-19_14:49:03.036861,M025,OFF,
2023-08-19_14:49:03.065616,M024,ON,
2023-08-19_14:49:05.012989,P001,396,
2023-08-19_14:49:05.032287,M025,ON,
2023-08-19_14:49:08.066489,M024,OFF,
2023-08-19_14:49:08.086535,M026,ON,
2023-08-19_14:49:10.031815,T003,28,
2023-08-19_14:49:11.012694,M025,OFF,
2023-08-19_14:49:14.067856,M026,OFF,
2023-08-19_14:49:25.094615,M027,ON,
2023-08-19_14:49:29.014912,P001,386,
2023-08-19_14:49:37.002857,M027,OFF,
2023-08-19_14:49:37.063819,M027,ON,
2023-08-19_14:49:41.051806,T002,26,
2023-08-19_14:49:42.037316,T003,28.5,
2023-08-19_14:49:53.099764,M026,ON,
2023-08-19_14:49:57.014651,M027,OFF,
2023-08-19_14:49:57.075602,T002,26.5,
2023-08-19_14:49:58.007154,M025,ON,
2023-08-19_14:49:59.001829,P001,405,
2023-08-19_14:50:00.028093,M024,ON,
2023-08-19_14:50:00.089365,M026,OFF,
2023-08-19_14:50:03.026633,M025,OFF,
2023-08-19_14:50:05.078729,M024,OFF,
2023-08-19_14:50:13.018417,P001,390,
2023-08-19_14:50:13.066236,T002,26,
2023-08-19_14:50:15.077788,M024,ON,
2023-08-19_14:50:18.088502,M024,OFF,
2023-08-19_14:50:19.019884,P001,400,
2023-08-19_14:50:24.098541,M024,ON,
2023-08-19_14:50:34.055576,M024,OFF,
2023-08-19_14:50:38.002534,M024,ON,
2023-08-19_14:50:39.020624,P001,370,
2023-08-19_14:50:39.028262,P001,395,
2023-08-19_14:50:39.082087,M024,OFF,
2023-08-19_14:50:43.064775,M024,ON,
2023-08-19_14:50:47.000436,M024,OFF,
2023-08-19_14:50:55.007478,M024,ON,
2023-08-19_14:50:58.092537,M024,OFF,
2023-08-19_14:51:20.005578,M024,ON,
2023-08-19_14:51:21.075512,M024,OFF,
2023-08-19_14:51:33.088459,M024,ON,
2023-08-19_14:51:34.082857,M024,OFF,
2023-08-19_14:51:49.015684,M024,ON,
2023-08-19_14:51:52.044473,M024,OFF,
2023-08-19_14:52:07.025839,P001,406,
2023-08-19_14:52:22.029989,T003,28,
2023-08-19_14:52:25.031616,M024,ON,
2023-08-19_14:52:27.026376,P001,384,
2023-08-19_14:52:29.059637,M024,OFF,
2023-08-19_14:52:33.026829,P001,407,
2023-08-19_14:52:38.096481,M006,ON,
2023-08-19_14:52:40.054816,M006,OFF,
2023-08-19_14:52:53.029583,P001,377,
2023-08-19_14:52:53.037195,P001,392,
2023-08-19_14:52:54.038774,T003,28.5,
2023-08-19_14:53:11.030957,P001,380,
2023-08-19_14:53:17.030877,P001,390,
2023-08-19_14:53:18.031605,M024,ON,
2023-08-19_14:53:19.066791,M025,ON,
2023-08-19_14:53:22.087856,M024,OFF,
2023-08-19_14:53:23.031706,P001,379,
2023-08-19_14:53:24.089788,M025,OFF,
2023-08-19_14:54:01.033855,P001,399,
2023-08-19_14:54:10.006074,T002,26.5,
2023-08-19_14:54:10.093244,M006,ON,
2023-08-19_14:54:12.004242,M006,OFF,
2023-08-19_14:54:19.034865,P001,596,
2023-08-19_14:54:26.054083,T002,26,
2023-08-19_14:54:33.003523,P001,562,
2023-08-19_14:54:34.006866,M025,ON,
2023-08-19_14:54:34.036107,M024,ON,
2023-08-19_14:54:37.070378,M024,OFF,
2023-08-19_14:54:39.062777,M025,OFF,
2023-08-19_14:54:45.037044,P001,542,
2023-08-19_14:54:54.012469,M006,ON,
2023-08-19_14:54:58.064002,T002,26.5,
2023-08-19_14:54:59.037189,P001,531,
2023-08-19_14:55:00.055497,M006,OFF,
2023-08-19_14:55:10.093466,M025,ON,
2023-08-19_14:55:11.038292,P001,546,
2023-08-19_14:55:12.079148,M025,OFF,
2023-08-19_14:55:25.039807,P001,506,
2023-08-19_14:55:25.047663,P001,546,
2023-08-19_14:55:43.041012,P001,526,
2023-08-19_14:55:55.004186,P001,541,
2023-08-19_14:56:01.041957,P001,527,
2023-08-19_14:56:03.009496,M024,ON,
2023-08-19_14:56:04.030063,M025,ON,
2023-08-19_14:56:05.071738,M006,ON,
2023-08-19_14:56:07.078561,M025,OFF,
2023-08-19_14:56:08.010641,M024,OFF,
2023-08-19_14:56:09.005158,M006,OFF,
2023-08-19_14:56:13.000047,M006,ON,
2023-08-19_14:56:14.079605,M006,OFF,
2023-08-19_14:56:33.028286,M024,ON,
2023-08-19_14:56:33.045029,P001,516,
2023-08-19_14:56:36.086848,M024,OFF,
2023-08-19_14:56:37.018026,M025,ON,
2023-08-19_14:56:37.006795,M024,ON,
2023-08-19_14:56:39.042837,M024,OFF,
2023-08-19_14:56:39.075614,M026,ON,
2023-08-19_14:56:41.001933,M025,OFF,
2023-08-19_14:56:44.007553,M006,ON,
2023-08-19_14:56:46.006611,M006,OFF,
2023-08-19_14:56:47.007168,M026,OFF,
2023-08-19_14:56:48.073788,M027,ON,
2023-08-19_14:56:51.000692,M028,ON,
2023-08-19_14:56:52.062929,M043,ON,
2023-08-19_14:56:53.004844,M029,ON,
2023-08-19_14:56:53.003329,D004,OPEN,
2023-08-19_14:56:54.000884,M029,OFF,
2023-08-19_14:56:54.038927,M027,OFF,
2023-08-19_14:56:54.068216,M029,ON,
2023-08-19_14:56:55.046372,P001,541,
2023-08-19_14:56:56.045037,M050,ON,
2023-08-19_14:56:56.075575,M029,OFF,
2023-08-19_14:56:57.003733,M028,OFF,
2023-08-19_14:56:57.027187,M006,ON,
2023-08-19_14:56:58.038925,M045,ON,
2023-08-19_14:56:58.090377,M043,OFF,
2023-08-19_14:57:00.022553,M050,OFF,
2023-08-19_14:57:02.059936,M006,OFF,
2023-08-19_14:57:07.045916,P001,526,
2023-08-19_14:57:08.017351,M046,ON,
2023-08-19_14:57:09.058347,M046,OFF,
2023-08-19_14:57:10.009096,M006,ON,
2023-08-19_14:57:11.061683,M010,ON,
2023-08-19_14:57:13.046907,P001,536,
2023-08-19_14:57:13.069484,M006,OFF,
2023-08-19_14:57:13.096344,M010,OFF,
2023-08-19_14:57:14.025125,M045,OFF,
2023-08-19_14:57:14.055631,M045,ON,
2023-08-19_14:57:16.038517,M046,ON,
2023-08-19_14:57:18.048642,M046,OFF,
2023-08-19_14:57:23.079532,M049,ON,
2023-08-19_14:57:25.093566,M045,OFF,
2023-08-19_14:57:26.060434,M048,ON,
2023-08-19_14:57:27.084397,M050,ON,
2023-08-19_14:57:28.041352,M048,OFF,
2023-08-19_14:57:29.025873,M043,ON,
2023-08-19_14:57:29.055612,M044,ON,
2023-08-19_14:57:30.015321,M049,OFF,
2023-08-19_14:57:31.039033,M029,ON,
2023-08-19_14:57:31.072789,M037,ON,
2023-08-19_14:57:31.089034,M044,OFF,
2023-08-19_14:57:32.021612,M050,OFF,
2023-08-19_14:57:32.071354,M029,OFF,
2023-08-19_14:57:33.002238,M043,OFF,
2023-08-19_14:57:34.053757,D005,CLOSE,
2023-08-19_14:57:36.027417,M038,ON,
2023-08-19_14:57:37.043441,M039,ON,
2023-08-19_14:57:39.047189,P001,759,
2023-08-19_14:57:39.096069,M037,OFF,
2023-08-19_14:57:40.013092,M040,ON,
2023-08-19_14:57:40.072314,M041,ON,
2023-08-19_14:57:40.091764,M038,OFF,
2023-08-19_14:57:42.003313,M040,OFF,
2023-08-19_14:57:42.000673,M039,OFF,
2023-08-19_14:57:42.082249,M040,ON,
2023-08-19_14:57:45.064805,M040,OFF,
2023-08-19_14:57:48.092959,M041,OFF,
2023-08-19_14:57:51.048843,P001,746,
2023-08-19_14:58:17.050318,P001,733,
2023-08-19_14:58:23.050922,P001,745,
2023-08-19_14:58:55.051923,P001,730,
2023-08-19_14:59:11.056877,T002,27,
2023-08-19_14:59:15.054018,P001,743,
2023-08-19_14:59:35.054206,P001,727,
2023-08-19_14:59:43.008459,M040,ON,
2023-08-19_14:59:44.096668,M041,ON,
2023-08-19_14:59:45.028037,M040,OFF,
2023-08-19_14:59:54.085403,M040,ON,
2023-08-19_14:59:58.053802,M040,OFF,
2023-08-19_15:00:01.025786,M040,ON,
2023-08-19_15:00:02.098757,M039,ON,
2023-08-19_15:00:04.005352,M038,ON,
2023-08-19_15:00:05.021519,M041,OFF,
2023-08-19_15:00:05.059785,P001,687,
2023-08-19_15:00:06.060152,M040,OFF,
2023-08-19_15:00:06.090304,M039,OFF,
2023-08-19_15:00:10.062524,M038,OFF,
2023-08-19_15:00:11.058824,P001,705,
2023-08-19_15:00:11.072841,M038,ON,
2023-08-19_15:00:14.012487,M038,OFF,
2023-08-19_15:00:15.016596,M038,ON,
2023-08-19_15:00:18.009058,M038,OFF,
2023-08-19_15:00:26.034455,M038,ON,
2023-08-19_15:00:29.005485,M039,ON,
2023-08-19_15:00:30.027835,M039,OFF,
2023-08-19_15:00:31.090482,M038,OFF,
2023-08-19_15:00:33.000142,M038,ON,
2023-08-19_15:00:37.018526,M039,ON,
2023-08-19_15:00:38.009389,M037,ON,
2023-08-19_15:00:38.043199,M039,OFF,
2023-08-19_15:00:40.019137,D005,OPEN,
